genome_id,genome_name,species,cluster,cluster_size,genome_length,n_contigs,file,status
1280.29926,Staphylococcus aureus strain HICF0325,Staphylococcus aureus,hc10:13917,1,2802344,51,genomes/1280.29926.fna,ok
1280.29928,Staphylococcus aureus strain HICF0332,Staphylococcus aureus,hc10:13918,1,2793491,69,genomes/1280.29928.fna,ok
1280.29929,Staphylococcus aureus strain HICF0328,Staphylococcus aureus,hc10:13919,1,2777760,24,genomes/1280.29929.fna,ok
1280.29930,Staphylococcus aureus strain HICF0327,Staphylococcus aureus,hc10:18747,1,2746510,38,genomes/1280.29930.fna,ok
1280.29931,Staphylococcus aureus strain HICF0330,Staphylococcus aureus,hc10:13920,1,2745312,51,genomes/1280.29931.fna,ok
1280.29932,Staphylococcus aureus strain HICF0331,Staphylococcus aureus,hc10:13921,2,2744620,37,genomes/1280.29932.fna,ok
1280.29933,Staphylococcus aureus strain HICF0333,Staphylococcus aureus,hc10:13306,1,2707863,76,genomes/1280.29933.fna,ok
1280.29934,Staphylococcus aureus strain HICF0326,Staphylococcus aureus,hc10:14940,1,2903332,119,genomes/1280.29934.fna,ok
1280.29935,Staphylococcus aureus strain HICF0334,Staphylococcus aureus,hc10:14941,1,2842291,63,genomes/1280.29935.fna,ok
1280.29936,Staphylococcus aureus strain HICF0322,Staphylococcus aureus,hc10:13922,1,2759401,45,genomes/1280.29936.fna,ok
1280.29937,Staphylococcus aureus strain HICF0354,Staphylococcus aureus,hc10:13307,1,2793753,56,genomes/1280.29937.fna,ok
1280.29940,Staphylococcus aureus strain HICF0353,Staphylococcus aureus,hc10:18748,1,2735655,75,genomes/1280.29940.fna,ok
1280.29941,Staphylococcus aureus strain HICF0351,Staphylococcus aureus,hc10:13923,1,2732042,95,genomes/1280.29941.fna,ok
1280.29942,Staphylococcus aureus strain HICF0349,Staphylococcus aureus,hc10:18709,5,2819630,49,genomes/1280.29942.fna,ok
1280.29944,Staphylococcus aureus strain HICF0352,Staphylococcus aureus,hc10:18751,1,2844783,79,genomes/1280.29944.fna,ok
1280.29945,Staphylococcus aureus strain HICF0357,Staphylococcus aureus,hc10:18752,1,2672738,82,genomes/1280.29945.fna,ok
1280.29946,Staphylococcus aureus strain HICF0337,Staphylococcus aureus,hc10:18753,1,2791583,83,genomes/1280.29946.fna,ok
1280.29947,Staphylococcus aureus strain HICF0336,Staphylococcus aureus,hc10:14942,1,2771432,59,genomes/1280.29947.fna,ok
1280.29948,Staphylococcus aureus strain HICF0345,Staphylococcus aureus,hc10:18754,1,2796707,86,genomes/1280.29948.fna,ok
1280.29949,Staphylococcus aureus strain HICF0340,Staphylococcus aureus,hc10:14943,4,2745509,42,genomes/1280.29949.fna,ok
1280.29950,Staphylococcus aureus strain HICF0343,Staphylococcus aureus,hc10:18755,1,2672987,90,genomes/1280.29950.fna,ok
1280.29952,Staphylococcus aureus strain HICF0341,Staphylococcus aureus,hc10:18757,1,2805028,71,genomes/1280.29952.fna,ok
1280.29953,Staphylococcus aureus strain HICF0339,Staphylococcus aureus,hc10:13924,1,2726872,51,genomes/1280.29953.fna,ok
1280.29954,Staphylococcus aureus strain HICF0362,Staphylococcus aureus,hc10:18758,3,2749719,35,genomes/1280.29954.fna,ok
1280.29956,Staphylococcus aureus strain HICF0361,Staphylococcus aureus,hc10:18759,1,2779243,56,genomes/1280.29956.fna,ok
1280.29957,Staphylococcus aureus strain HICF0364,Staphylococcus aureus,hc10:18760,1,2760882,60,genomes/1280.29957.fna,ok
1280.29958,Staphylococcus aureus strain HICF0358,Staphylococcus aureus,hc10:18761,1,2755076,57,genomes/1280.29958.fna,ok
1280.29959,Staphylococcus aureus strain HICF0366,Staphylococcus aureus,hc10:13926,1,2847903,92,genomes/1280.29959.fna,ok
1280.29961,Staphylococcus aureus strain HICF0368,Staphylococcus aureus,hc10:14944,1,2744917,55,genomes/1280.29961.fna,ok
1280.29963,Staphylococcus aureus strain HICF0371,Staphylococcus aureus,hc10:14946,1,2754148,57,genomes/1280.29963.fna,ok
1280.29965,Staphylococcus aureus strain HICF0369,Staphylococcus aureus,hc10:14704,1,2753238,43,genomes/1280.29965.fna,ok
1280.29966,Staphylococcus aureus strain HICF0370,Staphylococcus aureus,hc10:13310,1,2747742,65,genomes/1280.29966.fna,ok
1280.29968,Staphylococcus aureus strain HICF0375,Staphylococcus aureus,hc10:14705,1,2785839,74,genomes/1280.29968.fna,ok
1280.29969,Staphylococcus aureus strain HICF0347,Staphylococcus aureus,hc10:13927,1,2747231,71,genomes/1280.29969.fna,ok
1280.29970,Staphylococcus aureus strain HICF0386,Staphylococcus aureus,hc10:13928,1,2762595,44,genomes/1280.29970.fna,ok
1280.29971,Staphylococcus aureus strain HICF0387,Staphylococcus aureus,hc10:13929,1,2712700,47,genomes/1280.29971.fna,ok
1280.29972,Staphylococcus aureus strain HICF0385,Staphylococcus aureus,hc10:13930,1,2743063,42,genomes/1280.29972.fna,ok
1280.29973,Staphylococcus aureus strain HICF0383,Staphylococcus aureus,hc10:13311,1,2751951,33,genomes/1280.29973.fna,ok
1280.29974,Staphylococcus aureus strain HICF0389,Staphylococcus aureus,hc10:14706,1,2748586,74,genomes/1280.29974.fna,ok
1280.29975,Staphylococcus aureus strain HICF0379,Staphylococcus aureus,hc10:14949,1,2738816,76,genomes/1280.29975.fna,ok
1280.29976,Staphylococcus aureus strain HICF0381,Staphylococcus aureus,hc10:14950,1,2808449,65,genomes/1280.29976.fna,ok
1280.29977,Staphylococcus aureus strain HICF0380,Staphylococcus aureus,hc10:13931,1,2798699,62,genomes/1280.29977.fna,ok
1280.29979,Staphylococcus aureus strain HICF0378,Staphylococcus aureus,hc10:14951,1,2914805,85,genomes/1280.29979.fna,ok
1280.29980,Staphylococcus aureus strain HICF0395,Staphylococcus aureus,hc10:14707,1,2729532,43,genomes/1280.29980.fna,ok
1280.29981,Staphylococcus aureus strain HICF0396,Staphylococcus aureus,hc10:13933,1,2794132,68,genomes/1280.29981.fna,ok
1280.29982,Staphylococcus aureus strain HICF0393,Staphylococcus aureus,hc10:13879,5,2784911,48,genomes/1280.29982.fna,ok
1280.29983,Staphylococcus aureus strain HICF0403,Staphylococcus aureus,hc10:14952,1,2732387,63,genomes/1280.29983.fna,ok
1280.29985,Staphylococcus aureus strain HICF0399,Staphylococcus aureus,hc10:14954,1,2717901,44,genomes/1280.29985.fna,ok
1280.29987,Staphylococcus aureus strain HICF0391,Staphylococcus aureus,hc10:14709,1,2765302,42,genomes/1280.29987.fna,ok
1280.29988,Staphylococcus aureus strain HICF0398,Staphylococcus aureus,hc10:14710,1,2753900,51,genomes/1280.29988.fna,ok
1280.29990,Staphylococcus aureus strain HICF0390,Staphylococcus aureus,hc10:13312,1,2753750,93,genomes/1280.29990.fna,ok
1280.29991,Staphylococcus aureus strain HICF0382,Staphylococcus aureus,hc10:14956,1,2753006,55,genomes/1280.29991.fna,ok
1280.29992,Staphylococcus aureus strain HICF0411,Staphylococcus aureus,hc10:13935,1,2709647,33,genomes/1280.29992.fna,ok
1280.29993,Staphylococcus aureus strain HICF0410,Staphylococcus aureus,hc10:13936,1,2745271,37,genomes/1280.29993.fna,ok
1280.29995,Staphylococcus aureus strain HICF0414,Staphylococcus aureus,hc10:13937,1,2738369,88,genomes/1280.29995.fna,ok
1280.29996,Staphylococcus aureus strain HICF0408,Staphylococcus aureus,hc10:14712,1,2773266,87,genomes/1280.29996.fna,ok
1280.29997,Staphylococcus aureus strain HICF0418,Staphylococcus aureus,hc10:14713,1,2792663,69,genomes/1280.29997.fna,ok
1280.29998,Staphylococcus aureus strain HICF0415,Staphylococcus aureus,hc10:14714,1,2791401,73,genomes/1280.29998.fna,ok
1280.29999,Staphylococcus aureus strain HICF0417,Staphylococcus aureus,hc10:14715,1,2724557,75,genomes/1280.29999.fna,ok
1280.30002,Staphylococcus aureus strain HICF0431,Staphylococcus aureus,hc10:13938,2,2758798,57,genomes/1280.30002.fna,ok
1280.30003,Staphylococcus aureus strain HICF0433,Staphylococcus aureus,hc10:13940,1,2818706,54,genomes/1280.30003.fna,ok
1280.30004,Staphylococcus aureus strain HICF0421,Staphylococcus aureus,hc10:14957,1,2706678,61,genomes/1280.30004.fna,ok
1280.30005,Staphylococcus aureus strain HICF0423,Staphylococcus aureus,hc10:14717,1,2764812,86,genomes/1280.30005.fna,ok
1280.30006,Staphylococcus aureus strain HICF0424,Staphylococcus aureus,hc10:14718,1,2746696,39,genomes/1280.30006.fna,ok
1280.30007,Staphylococcus aureus strain HICF0428,Staphylococcus aureus,hc10:14958,1,2742230,62,genomes/1280.30007.fna,ok
1280.30008,Staphylococcus aureus strain HICF0430,Staphylococcus aureus,hc10:14719,1,2740356,35,genomes/1280.30008.fna,ok
1280.30009,Staphylococcus aureus strain HICF0427,Staphylococcus aureus,hc10:14720,1,2716925,46,genomes/1280.30009.fna,ok
1280.30010,Staphylococcus aureus strain HICF0429,Staphylococcus aureus,hc10:13941,1,2777906,66,genomes/1280.30010.fna,ok
1280.30011,Staphylococcus aureus strain HICF0426,Staphylococcus aureus,hc10:14959,1,2788331,47,genomes/1280.30011.fna,ok
1280.30012,Staphylococcus aureus strain HICF0420,Staphylococcus aureus,hc10:14960,1,2787092,81,genomes/1280.30012.fna,ok
1280.30013,Staphylococcus aureus strain HICF0409,Staphylococcus aureus,hc10:13942,1,2761860,47,genomes/1280.30013.fna,ok
1280.30016,Staphylococcus aureus strain HICF0443,Staphylococcus aureus,hc10:13945,2,2779714,84,genomes/1280.30016.fna,ok
1280.30018,Staphylococcus aureus strain HICF0441,Staphylococcus aureus,hc10:13947,1,2742763,66,genomes/1280.30018.fna,ok
1280.30019,Staphylococcus aureus strain HICF0436,Staphylococcus aureus,hc10:14961,1,2769920,61,genomes/1280.30019.fna,ok
1280.30020,Staphylococcus aureus strain HICF0439,Staphylococcus aureus,hc10:13948,1,2786661,82,genomes/1280.30020.fna,ok
1280.30022,Staphylococcus aureus strain HICF0440,Staphylococcus aureus,hc10:14962,1,2774052,57,genomes/1280.30022.fna,ok
1280.30023,Staphylococcus aureus strain HICF0435,Staphylococcus aureus,hc10:14963,1,2832093,54,genomes/1280.30023.fna,ok
1280.30024,Staphylococcus aureus strain HICF0434,Staphylococcus aureus,hc10:13950,1,2746942,36,genomes/1280.30024.fna,ok
1280.30026,Staphylococcus aureus strain HICF0450,Staphylococcus aureus,hc10:14964,1,2695658,87,genomes/1280.30026.fna,ok
1280.30027,Staphylococcus aureus strain HICF0459,Staphylococcus aureus,hc10:14965,1,2823468,63,genomes/1280.30027.fna,ok
1280.30028,Staphylococcus aureus strain HICF0460,Staphylococcus aureus,hc10:14966,1,2816076,92,genomes/1280.30028.fna,ok
1280.30029,Staphylococcus aureus strain HICF0449,Staphylococcus aureus,hc10:14967,1,2790720,69,genomes/1280.30029.fna,ok
1280.30033,Staphylococcus aureus strain HICF0456,Staphylococcus aureus,hc10:13049,1,2788999,64,genomes/1280.30033.fna,ok
1280.30036,Staphylococcus aureus strain HICF0476,Staphylococcus aureus,hc10:13954,1,2768333,66,genomes/1280.30036.fna,ok
1280.30037,Staphylococcus aureus strain HICF0473,Staphylococcus aureus,hc10:13955,1,2768472,63,genomes/1280.30037.fna,ok
1280.30038,Staphylococcus aureus strain HICF0472,Staphylococcus aureus,hc10:13956,1,2753429,71,genomes/1280.30038.fna,ok
1280.30040,Staphylococcus aureus strain HICF0465,Staphylococcus aureus,hc10:13957,2,2817064,51,genomes/1280.30040.fna,ok
1280.30041,Staphylococcus aureus strain HICF0471,Staphylococcus aureus,hc10:13958,1,2716811,58,genomes/1280.30041.fna,ok
1280.30043,Staphylococcus aureus strain HICF0468,Staphylococcus aureus,hc10:13314,2,2766508,59,genomes/1280.30043.fna,ok
1280.30045,Staphylococcus aureus strain HICF0462,Staphylococcus aureus,hc10:13316,1,2776825,50,genomes/1280.30045.fna,ok
1280.30047,Staphylococcus aureus strain HICF0486,Staphylococcus aureus,hc10:13961,1,2767388,63,genomes/1280.30047.fna,ok
1280.30048,Staphylococcus aureus strain HICF0490,Staphylococcus aureus,hc10:13962,1,2718345,47,genomes/1280.30048.fna,ok
1280.30049,Staphylococcus aureus strain HICF0491,Staphylococcus aureus,hc10:13963,1,2789584,46,genomes/1280.30049.fna,ok
1280.30057,Staphylococcus aureus strain HICF0485,Staphylococcus aureus,hc10:13968,1,2802721,63,genomes/1280.30057.fna,ok
1280.30059,Staphylococcus aureus strain HICF0504,Staphylococcus aureus,hc10:13319,1,2700155,38,genomes/1280.30059.fna,ok
1280.30061,Staphylococcus aureus strain HICF0499,Staphylococcus aureus,hc10:13970,1,2752461,73,genomes/1280.30061.fna,ok
1280.30062,Staphylococcus aureus strain HICF0497,Staphylococcus aureus,hc10:13320,1,2787863,72,genomes/1280.30062.fna,ok
1280.30063,Staphylococcus aureus strain HICF0500,Staphylococcus aureus,hc10:13321,1,2807066,73,genomes/1280.30063.fna,ok
1280.30064,Staphylococcus aureus strain HICF0502,Staphylococcus aureus,hc10:13322,1,2732421,63,genomes/1280.30064.fna,ok
1280.30065,Staphylococcus aureus strain HICF0493,Staphylococcus aureus,hc10:13971,1,2745370,63,genomes/1280.30065.fna,ok
1280.30066,Staphylococcus aureus strain HICF0495,Staphylococcus aureus,hc10:13972,1,2767207,69,genomes/1280.30066.fna,ok
1280.30067,Staphylococcus aureus strain HICF0496,Staphylococcus aureus,hc10:13973,1,2725476,52,genomes/1280.30067.fna,ok
1280.30068,Staphylococcus aureus strain HICF0492,Staphylococcus aureus,hc10:14971,1,2704746,59,genomes/1280.30068.fna,ok
1280.30072,Staphylococcus aureus strain HICF0513,Staphylococcus aureus,hc10:13976,1,2827368,60,genomes/1280.30072.fna,ok
1280.30075,Staphylococcus aureus strain HICF0516,Staphylococcus aureus,hc10:14973,1,2852152,63,genomes/1280.30075.fna,ok
1280.30076,Staphylococcus aureus strain HICF0515,Staphylococcus aureus,hc10:14974,1,2723382,53,genomes/1280.30076.fna,ok
1280.30077,Staphylococcus aureus strain HICF0517,Staphylococcus aureus,hc10:14975,1,2741004,58,genomes/1280.30077.fna,ok
1280.30078,Staphylococcus aureus strain HICF0507,Staphylococcus aureus,hc10:14976,1,2858207,77,genomes/1280.30078.fna,ok
1280.30079,Staphylococcus aureus strain HICF0506,Staphylococcus aureus,hc10:13052,1,2815168,71,genomes/1280.30079.fna,ok
1280.30084,Staphylococcus aureus strain HICF0527,Staphylococcus aureus,hc10:13056,1,2716171,42,genomes/1280.30084.fna,ok
1280.30085,Staphylococcus aureus strain HICF0522,Staphylococcus aureus,hc10:14977,1,2811122,57,genomes/1280.30085.fna,ok
1280.30087,Staphylococcus aureus strain HICF0519,Staphylococcus aureus,hc10:13057,1,2823724,65,genomes/1280.30087.fna,ok
1280.30089,Staphylococcus aureus strain HICF0520,Staphylococcus aureus,hc10:14371,1,2712137,80,genomes/1280.30089.fna,ok
1280.30090,Staphylococcus aureus strain HICF0521,Staphylococcus aureus,hc10:14372,1,2767409,56,genomes/1280.30090.fna,ok
1280.30091,Staphylococcus aureus strain HICF0530,Staphylococcus aureus,hc10:14373,1,2748642,53,genomes/1280.30091.fna,ok
1280.30092,Staphylococcus aureus strain HICF0531,Staphylococcus aureus,hc10:14979,1,2746941,36,genomes/1280.30092.fna,ok
1280.30095,Staphylococcus aureus strain HICF0535,Staphylococcus aureus,hc10:14981,1,2780972,57,genomes/1280.30095.fna,ok
1280.30096,Staphylococcus aureus strain HICF0538,Staphylococcus aureus,hc10:14982,1,2769509,65,genomes/1280.30096.fna,ok
1280.30098,Staphylococcus aureus strain HICF0536,Staphylococcus aureus,hc10:13980,1,2730457,56,genomes/1280.30098.fna,ok
1280.30099,Staphylococcus aureus strain HICF0532,Staphylococcus aureus,hc10:14927,2,2771722,66,genomes/1280.30099.fna,ok
1280.30100,Staphylococcus aureus strain HICF0533,Staphylococcus aureus,hc10:14984,1,2767677,47,genomes/1280.30100.fna,ok
1280.30101,Staphylococcus aureus strain HICF0534,Staphylococcus aureus,hc10:14985,1,2836675,74,genomes/1280.30101.fna,ok
1280.30102,Staphylococcus aureus strain HICF0540,Staphylococcus aureus,hc10:13901,3,2740548,32,genomes/1280.30102.fna,ok
1280.30103,Staphylococcus aureus strain HICF0549,Staphylococcus aureus,hc10:13982,1,2746370,81,genomes/1280.30103.fna,ok
1280.30104,Staphylococcus aureus strain HICF0552,Staphylococcus aureus,hc10:13051,2,2777928,97,genomes/1280.30104.fna,ok
1280.30106,Staphylococcus aureus strain HICF0551,Staphylococcus aureus,hc10:13983,1,2716482,62,genomes/1280.30106.fna,ok
1280.30107,Staphylococcus aureus strain HICF0541,Staphylococcus aureus,hc10:13984,1,2751943,44,genomes/1280.30107.fna,ok
1280.30108,Staphylococcus aureus strain HICF0542,Staphylococcus aureus,hc10:13061,1,2768553,59,genomes/1280.30108.fna,ok
1280.30109,Staphylococcus aureus strain HICF0548,Staphylococcus aureus,hc10:13062,1,2770613,59,genomes/1280.30109.fna,ok
1280.30112,Staphylococcus aureus strain HICF0544,Staphylococcus aureus,hc10:14986,1,2751538,76,genomes/1280.30112.fna,ok
1280.30115,Staphylococcus aureus strain HICF0564,Staphylococcus aureus,hc10:14988,1,2748270,29,genomes/1280.30115.fna,ok
1280.30116,Staphylococcus aureus strain HICF0558,Staphylococcus aureus,hc10:14989,1,2789726,79,genomes/1280.30116.fna,ok
1280.30117,Staphylococcus aureus strain HICF0559,Staphylococcus aureus,hc10:14990,1,2820788,64,genomes/1280.30117.fna,ok
1280.30119,Staphylococcus aureus strain HICF0557,Staphylococcus aureus,hc10:18201,2,2770153,61,genomes/1280.30119.fna,ok
1280.30120,Staphylococcus aureus strain HICF0555,Staphylococcus aureus,hc10:18196,4,2680634,68,genomes/1280.30120.fna,ok
1280.30122,Staphylococcus aureus strain HICF0554,Staphylococcus aureus,hc10:18191,22,2747573,56,genomes/1280.30122.fna,ok
1280.30123,Staphylococcus aureus strain HICF0573,Staphylococcus aureus,hc10:13065,1,2831506,58,genomes/1280.30123.fna,ok
1280.30124,Staphylococcus aureus strain HICF0572,Staphylococcus aureus,hc10:18205,1,2816287,57,genomes/1280.30124.fna,ok
1280.30126,Staphylococcus aureus strain HICF0574,Staphylococcus aureus,hc10:13066,1,2790081,60,genomes/1280.30126.fna,ok
1280.30129,Staphylococcus aureus strain HICF0565,Staphylococcus aureus,hc10:13069,1,2718883,39,genomes/1280.30129.fna,ok
1280.30130,Staphylococcus aureus strain HICF0576,Staphylococcus aureus,hc10:13070,1,2815734,46,genomes/1280.30130.fna,ok
1280.30131,Staphylococcus aureus strain HICF0575,Staphylococcus aureus,hc10:13071,1,2770269,61,genomes/1280.30131.fna,ok
1280.30132,Staphylococcus aureus strain HICF0578,Staphylococcus aureus,hc10:13072,1,2788643,60,genomes/1280.30132.fna,ok
1280.30133,Staphylococcus aureus strain HICF0577,Staphylococcus aureus,hc10:13073,1,2711711,35,genomes/1280.30133.fna,ok
1280.30134,Staphylococcus aureus strain HICF0580,Staphylococcus aureus,hc10:13074,3,2744040,39,genomes/1280.30134.fna,ok
1280.30135,Staphylococcus aureus strain HICF0590,Staphylococcus aureus,hc10:13075,1,2790092,46,genomes/1280.30135.fna,ok
1280.30136,Staphylococcus aureus strain HICF0589,Staphylococcus aureus,hc10:13076,1,2809523,78,genomes/1280.30136.fna,ok
1280.30137,Staphylococcus aureus strain HICF0588,Staphylococcus aureus,hc10:13077,1,2763529,35,genomes/1280.30137.fna,ok
1280.30138,Staphylococcus aureus strain HICF0585,Staphylococcus aureus,hc10:13987,1,2747663,64,genomes/1280.30138.fna,ok
1280.30139,Staphylococcus aureus strain HICF0587,Staphylococcus aureus,hc10:13078,1,2750793,46,genomes/1280.30139.fna,ok
1280.30140,Staphylococcus aureus strain HICF0592,Staphylococcus aureus,hc10:13884,4,2799366,57,genomes/1280.30140.fna,ok
1280.30141,Staphylococcus aureus strain HICF0591,Staphylococcus aureus,hc10:13323,1,2826189,43,genomes/1280.30141.fna,ok
1280.30142,Staphylococcus aureus strain HICF0583,Staphylococcus aureus,hc10:13324,1,2875414,78,genomes/1280.30142.fna,ok
1280.30143,Staphylococcus aureus strain HICF0582,Staphylococcus aureus,hc10:13079,1,2733926,62,genomes/1280.30143.fna,ok
1280.30144,Staphylococcus aureus strain HICF0601,Staphylococcus aureus,hc10:13080,1,2865777,44,genomes/1280.30144.fna,ok
1280.30146,Staphylococcus aureus strain HICF0599,Staphylococcus aureus,hc10:13990,1,2710980,41,genomes/1280.30146.fna,ok
1280.30147,Staphylococcus aureus strain HICF0598,Staphylococcus aureus,hc10:13325,1,2728114,42,genomes/1280.30147.fna,ok
1280.30148,Staphylococcus aureus strain HICF0597,Staphylococcus aureus,hc10:13081,1,2740164,83,genomes/1280.30148.fna,ok
1280.30149,Staphylococcus aureus strain HICF0596,Staphylococcus aureus,hc10:13082,1,2771544,55,genomes/1280.30149.fna,ok
1280.30151,Staphylococcus aureus strain HICF0603,Staphylococcus aureus,hc10:13084,1,2797688,57,genomes/1280.30151.fna,ok
1280.30152,Staphylococcus aureus strain HICF0605,Staphylococcus aureus,hc10:13085,1,2726440,58,genomes/1280.30152.fna,ok
1280.30153,Staphylococcus aureus strain HICF0604,Staphylococcus aureus,hc10:18207,1,2692608,79,genomes/1280.30153.fna,ok
1280.30154,Staphylococcus aureus strain HICF0594,Staphylococcus aureus,hc10:18197,2,2781507,50,genomes/1280.30154.fna,ok
1280.30155,Staphylococcus aureus strain HICF0581,Staphylococcus aureus,hc10:18209,1,2758875,48,genomes/1280.30155.fna,ok
1280.30156,Staphylococcus aureus strain HICF0584,Staphylococcus aureus,hc10:18210,1,2761725,60,genomes/1280.30156.fna,ok
1280.30157,Staphylococcus aureus strain HICF0612,Staphylococcus aureus,hc10:13887,2,2769221,59,genomes/1280.30157.fna,ok
1280.30158,Staphylococcus aureus strain HICF0614,Staphylococcus aureus,hc10:13326,1,2753725,63,genomes/1280.30158.fna,ok
1280.30159,Staphylococcus aureus strain HICF0613,Staphylococcus aureus,hc10:13900,4,2755666,79,genomes/1280.30159.fna,ok
1280.30160,Staphylococcus aureus strain HICF0606,Staphylococcus aureus,hc10:18211,2,2772593,51,genomes/1280.30160.fna,ok
1280.30161,Staphylococcus aureus strain HICF0607,Staphylococcus aureus,hc10:18212,1,2709066,55,genomes/1280.30161.fna,ok
1280.30162,Staphylococcus aureus strain HICF0611,Staphylococcus aureus,hc10:18213,1,2720275,74,genomes/1280.30162.fna,ok
1280.30163,Staphylococcus aureus strain HICF0610,Staphylococcus aureus,hc10:18214,1,2800157,55,genomes/1280.30163.fna,ok
1280.30165,Staphylococcus aureus strain HICF0617,Staphylococcus aureus,hc10:18216,1,2742783,73,genomes/1280.30165.fna,ok
1280.30166,Staphylococcus aureus strain HICF0616,Staphylococcus aureus,hc10:18217,1,2757888,64,genomes/1280.30166.fna,ok
1280.30167,Staphylococcus aureus strain HICF0615,Staphylococcus aureus,hc10:18194,2,2755317,82,genomes/1280.30167.fna,ok
1280.30168,Staphylococcus aureus strain HICF0624,Staphylococcus aureus,hc10:18219,1,2754248,88,genomes/1280.30168.fna,ok
1280.30170,Staphylococcus aureus strain HICF0622,Staphylococcus aureus,hc10:18221,1,2757471,64,genomes/1280.30170.fna,ok
1280.30171,Staphylococcus aureus strain HICF0626,Staphylococcus aureus,hc10:18222,1,2732805,62,genomes/1280.30171.fna,ok
1280.30173,Staphylococcus aureus strain HICF0621,Staphylococcus aureus,hc10:13993,1,2658501,34,genomes/1280.30173.fna,ok
1280.30175,Staphylococcus aureus strain HICF0628,Staphylococcus aureus,hc10:18224,2,2810291,64,genomes/1280.30175.fna,ok
1280.30176,Staphylococcus aureus strain HICF0629,Staphylococcus aureus,hc10:18225,1,2752478,69,genomes/1280.30176.fna,ok
1280.30177,Staphylococcus aureus strain HICF0619,Staphylococcus aureus,hc10:18226,1,2587526,36,genomes/1280.30177.fna,ok
1280.30179,Staphylococcus aureus strain HICF0641,Staphylococcus aureus,hc10:18228,1,2767133,56,genomes/1280.30179.fna,ok
1280.30180,Staphylococcus aureus strain HICF0640,Staphylococcus aureus,hc10:18229,1,2797874,68,genomes/1280.30180.fna,ok
1280.30181,Staphylococcus aureus strain HICF0651,Staphylococcus aureus,hc10:13995,1,2832426,86,genomes/1280.30181.fna,ok
1280.30183,Staphylococcus aureus strain HICF0638,Staphylococcus aureus,hc10:18231,3,2733912,30,genomes/1280.30183.fna,ok
1280.30184,Staphylococcus aureus strain HICF0637,Staphylococcus aureus,hc10:18232,1,2787357,51,genomes/1280.30184.fna,ok
1280.30185,Staphylococcus aureus strain HICF0636,Staphylococcus aureus,hc10:18233,1,2823407,66,genomes/1280.30185.fna,ok
1280.30186,Staphylococcus aureus strain HICF0635,Staphylococcus aureus,hc10:18234,1,2729419,61,genomes/1280.30186.fna,ok
1280.30188,Staphylococcus aureus strain HICF0652,Staphylococcus aureus,hc10:18235,1,2748191,70,genomes/1280.30188.fna,ok
1280.30189,Staphylococcus aureus strain HICF0630,Staphylococcus aureus,hc10:18227,2,2823178,66,genomes/1280.30189.fna,ok
1280.30192,Staphylococcus aureus strain HICF0649,Staphylococcus aureus,hc10:18239,1,2754229,91,genomes/1280.30192.fna,ok
1280.30193,Staphylococcus aureus strain HICF0654,Staphylococcus aureus,hc10:18240,1,2789858,63,genomes/1280.30193.fna,ok
1280.30194,Staphylococcus aureus strain HICF0647,Staphylococcus aureus,hc10:13997,1,2761846,61,genomes/1280.30194.fna,ok
1280.30195,Staphylococcus aureus strain HICF0655,Staphylococcus aureus,hc10:13998,1,2713073,76,genomes/1280.30195.fna,ok
1280.30196,Staphylococcus aureus strain HICF0642,Staphylococcus aureus,hc10:13885,5,2736477,26,genomes/1280.30196.fna,ok
1280.30197,Staphylococcus aureus strain HICF0643,Staphylococcus aureus,hc10:14000,1,2764044,53,genomes/1280.30197.fna,ok
1280.30200,Staphylococcus aureus strain HICF0645,Staphylococcus aureus,hc10:13327,1,2808282,62,genomes/1280.30200.fna,ok
1280.30201,Staphylococcus aureus strain HICF0665,Staphylococcus aureus,hc10:13916,2,2800456,58,genomes/1280.30201.fna,ok
1280.30204,Staphylococcus aureus strain HICF0666,Staphylococcus aureus,hc10:13089,2,2720509,74,genomes/1280.30204.fna,ok
1280.30207,Staphylococcus aureus strain HICF0662,Staphylococcus aureus,hc10:13092,1,2738840,93,genomes/1280.30207.fna,ok
1280.30208,Staphylococcus aureus strain HICF0667,Staphylococcus aureus,hc10:13329,1,2761446,44,genomes/1280.30208.fna,ok
1280.30209,Staphylococcus aureus strain HICF0659,Staphylococcus aureus,hc10:13093,1,2863221,103,genomes/1280.30209.fna,ok
1280.30211,Staphylococcus aureus strain HICF0657,Staphylococcus aureus,hc10:13331,1,2776348,88,genomes/1280.30211.fna,ok
1280.30213,Staphylococcus aureus strain HICF0675,Staphylococcus aureus,hc10:13333,1,2801712,85,genomes/1280.30213.fna,ok
1280.30214,Staphylococcus aureus strain HICF0681,Staphylococcus aureus,hc10:18241,1,2727400,60,genomes/1280.30214.fna,ok
1280.30216,Staphylococcus aureus strain HICF0678,Staphylococcus aureus,hc10:18243,1,2678377,82,genomes/1280.30216.fna,ok
1280.30217,Staphylococcus aureus strain HICF0680,Staphylococcus aureus,hc10:18244,1,2823803,77,genomes/1280.30217.fna,ok
1280.30220,Staphylococcus aureus strain HICF0672,Staphylococcus aureus,hc10:18246,1,2720788,69,genomes/1280.30220.fna,ok
1280.30221,Staphylococcus aureus strain HICF0673,Staphylococcus aureus,hc10:18247,2,2747776,33,genomes/1280.30221.fna,ok
1280.30222,Staphylococcus aureus strain HICF0671,Staphylococcus aureus,hc10:18248,1,2787266,69,genomes/1280.30222.fna,ok
