genome_id,genome_name,species,mlst,cgmlst_hc10,genome_length,contigs,genome_quality,checkm_completeness,checkm_contamination
1280.29715,Staphylococcus aureus strain HICF0031,Staphylococcus aureus,MLST.saureus.8,18724,2827035,70,Good,99.81,0
1280.29716,Staphylococcus aureus strain HICF0034,Staphylococcus aureus,MLST.saureus.1,18725,2880202,62,Good,99.81,0
1280.29717,Staphylococcus aureus strain HICF0057,Staphylococcus aureus,MLST.saureus.5,18726,2796261,67,Good,99.81,0
1280.29718,Staphylococcus aureus strain HICF0055,Staphylococcus aureus,MLST.saureus.22,12785,2718768,64,Good,99.81,0
1280.29719,Staphylococcus aureus strain HICF0056,Staphylococcus aureus,MLST.saureus.22,14896,2765724,60,Good,99.81,0
1280.29720,Staphylococcus aureus strain HICF0054,Staphylococcus aureus,MLST.saureus.22,14897,2817281,50,Good,99.81,0
1280.29721,Staphylococcus aureus strain HICF0059,Staphylococcus aureus,MLST.saureus.22,13879,2780528,54,Good,99.81,0
1280.29722,Staphylococcus aureus strain HICF0048,Staphylococcus aureus,MLST.saureus.80,12786,2763353,41,Good,99.81,0
1280.29723,Staphylococcus aureus strain HICF0052,Staphylococcus aureus,MLST.saureus.22,13879,2825038,64,Good,99.81,0
1280.29724,Staphylococcus aureus strain HICF0053,Staphylococcus aureus,MLST.saureus.22,13881,2772299,56,Good,99.81,0
1280.29725,Staphylococcus aureus strain HICF0050,Staphylococcus aureus,MLST.saureus.22,13882,2785246,60,Good,99.81,0
1280.29726,Staphylococcus aureus strain HICF0047,Staphylococcus aureus,MLST.saureus.4671,13883,2779964,72,Good,99.81,0.19
1280.29727,Staphylococcus aureus strain HICF0058,Staphylococcus aureus,MLST.saureus.22,12787,2723477,59,Good,99.81,0
1280.29728,Staphylococcus aureus strain HICF0072,Staphylococcus aureus,MLST.saureus.22,12782,2812449,59,Good,99.81,0
1280.29729,Staphylococcus aureus strain HICF0071,Staphylococcus aureus,MLST.saureus.5,18727,2721133,45,Good,99.81,0
1280.29730,Staphylococcus aureus strain HICF0063,Staphylococcus aureus,MLST.saureus.45,18714,2788972,41,Good,99.81,0
1280.29731,Staphylococcus aureus strain HICF0061,Staphylococcus aureus,MLST.saureus.22,18729,2824443,69,Good,99.81,0
1280.29732,Staphylococcus aureus strain HICF0064,Staphylococcus aureus,MLST.saureus.22,18706,2820347,59,Good,99.81,0
1280.29733,Staphylococcus aureus strain HICF0065,Staphylococcus aureus,MLST.saureus.22,13289,2691398,57,Good,99.81,0
1280.29734,Staphylococcus aureus strain HICF0070,Staphylococcus aureus,MLST.saureus.22,13290,2811092,62,Good,99.81,0
1280.29735,Staphylococcus aureus strain HICF0069,Staphylococcus aureus,MLST.saureus.22,18185,2790406,61,Good,99.81,0
1280.29736,Staphylococcus aureus strain HICF0066,Staphylococcus aureus,MLST.saureus.97,18186,2716298,52,Good,99.81,0
1280.29737,Staphylococcus aureus strain HICF0068,Staphylococcus aureus,MLST.saureus.22,18187,2755645,55,Good,99.81,0
1280.29738,Staphylococcus aureus strain HICF0060,Staphylococcus aureus,MLST.saureus.5,18188,2761061,35,Good,99.81,0
1280.29739,Staphylococcus aureus strain HICF0083,Staphylococcus aureus,MLST.saureus.22,14897,2812067,58,Good,99.81,0
1280.29740,Staphylococcus aureus strain HICF0084,Staphylococcus aureus,MLST.saureus.22,18731,2776219,52,Good,99.81,0
1280.29741,Staphylococcus aureus strain HICF0080,Staphylococcus aureus,MLST.saureus.1,12789,2770604,43,Good,99.81,0
1280.29742,Staphylococcus aureus strain HICF0078,Staphylococcus aureus,MLST.saureus.45,13291,2745104,36,Good,99.81,0
1280.29743,Staphylococcus aureus strain HICF0081,Staphylococcus aureus,MLST.saureus.59,18189,2772645,84,Good,99.81,0
1280.29744,Staphylococcus aureus strain HICF0079,Staphylococcus aureus,MLST.saureus.22,14899,2812972,70,Good,99.81,0
1280.29745,Staphylococcus aureus strain HICF0077,Staphylococcus aureus,MLST.saureus.45,18190,2774377,53,Good,99.81,0
1280.29746,Staphylococcus aureus strain HICF0082,Staphylococcus aureus,MLST.saureus.5,12790,2751062,53,Good,99.81,0
1280.29747,Staphylococcus aureus strain HICF0074,Staphylococcus aureus,MLST.saureus.22,12791,2796825,73,Good,99.81,0
1280.29748,Staphylococcus aureus strain HICF0075,Staphylococcus aureus,MLST.saureus.8,18732,2815331,70,Good,99.81,0
1280.29749,Staphylococcus aureus strain HICF0073,Staphylococcus aureus,MLST.saureus.22,12782,2817261,53,Good,99.81,0
1280.29750,Staphylococcus aureus strain HICF0094,Staphylococcus aureus,MLST.saureus.22,12793,2775708,65,Good,99.81,0
1280.29751,Staphylococcus aureus strain HICF0091,Staphylococcus aureus,MLST.saureus.22,13884,2823053,68,Good,99.81,0
1280.29752,Staphylococcus aureus strain HICF0093,Staphylococcus aureus,MLST.saureus.22,18191,2813394,64,Good,99.81,0
1280.29753,Staphylococcus aureus strain HICF0096,Staphylococcus aureus,MLST.saureus.22,18192,2757782,57,Good,99.81,0.38
1280.29754,Staphylococcus aureus strain HICF0089,Staphylococcus aureus,MLST.saureus.22,12794,2738505,60,Good,99.81,0
1280.29755,Staphylococcus aureus strain HICF0088,Staphylococcus aureus,MLST.saureus.8,14900,2817935,66,Good,99.81,0
1280.29756,Staphylococcus aureus strain HICF0095,Staphylococcus aureus,MLST.saureus.22,12795,2814248,80,Good,99.81,0
1280.29757,Staphylococcus aureus strain HICF0092,Staphylococcus aureus,MLST.saureus.45,12796,2744378,38,Good,99.81,0.19
1280.29758,Staphylococcus aureus strain HICF0087,Staphylococcus aureus,MLST.saureus.6,12797,2767468,43,Good,99.81,0
1280.29759,Staphylococcus aureus strain HICF0086,Staphylococcus aureus,MLST.saureus.22,12798,2768253,64,Good,99.81,0
1280.29760,Staphylococcus aureus strain HICF0085,Staphylococcus aureus,MLST.saureus.45,13885,2758400,39,Good,99.81,0
1280.29761,Staphylococcus aureus strain HICF0100,Staphylococcus aureus,MLST.saureus.6318,14901,2800867,77,Good,99.81,0
1280.29762,Staphylococcus aureus strain HICF0103,Staphylococcus aureus,MLST.saureus.22,14678,2765694,72,Good,99.81,0.38
1280.29763,Staphylococcus aureus strain HICF0101,Staphylococcus aureus,MLST.saureus.6,18193,2749601,42,Good,99.81,0
1280.29764,Staphylococcus aureus strain HICF0099,Staphylococcus aureus,MLST.saureus.59,18194,2797182,87,Good,99.81,0
1280.29765,Staphylococcus aureus strain HICF0102,Staphylococcus aureus,MLST.saureus.22,13886,2709646,52,Good,99.81,0
1280.29766,Staphylococcus aureus strain HICF0108,Staphylococcus aureus,MLST.saureus.22,13887,2768841,60,Good,99.81,0
1280.29767,Staphylococcus aureus strain HICF0107,Staphylococcus aureus,MLST.saureus.22,13879,2812707,60,Good,99.81,0
1280.29768,Staphylococcus aureus strain HICF0106,Staphylococcus aureus,MLST.saureus.22,13879,2818730,54,Good,99.81,0
1280.29769,Staphylococcus aureus strain HICF0105,Staphylococcus aureus,MLST.saureus.80,12799,2734076,39,Good,99.81,0
1280.29770,Staphylococcus aureus strain HICF0097,Staphylococcus aureus,MLST.saureus.22,14679,2791925,79,Good,99.81,0
1280.29771,Staphylococcus aureus strain HICF0098,Staphylococcus aureus,MLST.saureus.1,14902,2725719,28,Good,99.81,0
1280.29772,Staphylococcus aureus strain HICF0126,Staphylococcus aureus,MLST.saureus.22,13890,2853697,85,Good,99.81,0
1280.29773,Staphylococcus aureus strain HICF0115,Staphylococcus aureus,MLST.saureus.22,18733,2767386,63,Good,99.81,0
1280.29774,Staphylococcus aureus strain HICF0121,Staphylococcus aureus,MLST.saureus.22,14680,2750550,57,Good,99.81,0.19
1280.29775,Staphylococcus aureus strain HICF0116,Staphylococcus aureus,MLST.saureus.45,18195,2730588,49,Good,99.81,0
1280.29776,Staphylococcus aureus strain HICF0119,Staphylococcus aureus,MLST.saureus.59,18196,2676112,82,Good,99.81,0
1280.29777,Staphylococcus aureus strain HICF0113,Staphylococcus aureus,MLST.saureus.22,18197,2778206,58,Good,99.81,0
1280.29778,Staphylococcus aureus strain HICF0112,Staphylococcus aureus,MLST.saureus.6,14903,2794059,118,Good,99.81,0
1280.29779,Staphylococcus aureus strain HICF0114,Staphylococcus aureus,MLST.saureus.672,14904,2795674,88,Good,99.81,0
1280.29780,Staphylococcus aureus strain HICF0111,Staphylococcus aureus,MLST.saureus.5,12800,2788176,56,Good,99.81,0
1280.29781,Staphylococcus aureus strain HICF0109,Staphylococcus aureus,MLST.saureus.22,18734,2822502,63,Good,99.81,0
1280.29782,Staphylococcus aureus strain HICF0110,Staphylococcus aureus,MLST.saureus.36,14905,2868859,105,Good,99.81,0
1280.29783,Staphylococcus aureus strain HICF0140,Staphylococcus aureus,MLST.saureus.22,14897,2819271,66,Good,99.81,0
1280.29784,Staphylococcus aureus strain HICF0133,Staphylococcus aureus,MLST.saureus.97,18735,2767109,61,Good,99.81,0
1280.29785,Staphylococcus aureus strain HICF0128,Staphylococcus aureus,MLST.saureus.22,14907,2803475,55,Good,99.81,0
1280.29786,Staphylococcus aureus strain HICF0136,Staphylococcus aureus,MLST.saureus.45,14908,2851022,128,Good,99.81,0
1280.29787,Staphylococcus aureus strain HICF0142,Staphylococcus aureus,MLST.saureus.30,18736,2763451,52,Good,99.81,0
1280.29788,Staphylococcus aureus strain HICF0141,Staphylococcus aureus,MLST.saureus.8,12801,2825518,70,Good,99.81,0
1280.29789,Staphylococcus aureus strain HICF0145,Staphylococcus aureus,MLST.saureus.105,12802,2785823,53,Good,99.81,0
1280.29790,Staphylococcus aureus strain HICF0147,Staphylococcus aureus,MLST.saureus.22,12803,2749394,63,Good,99.81,0
1280.29791,Staphylococcus aureus strain HICF0144,Staphylococcus aureus,MLST.saureus.59,12804,2881852,83,Good,99.81,0
1280.29792,Staphylococcus aureus strain HICF0162,Staphylococcus aureus,MLST.saureus.1,18737,2785988,52,Good,99.81,0
1280.29793,Staphylococcus aureus strain HICF0163,Staphylococcus aureus,MLST.saureus.59,18738,2683425,51,Good,99.81,0.19
1280.29794,Staphylococcus aureus strain HICF0164,Staphylococcus aureus,MLST.saureus.22,18709,2779168,56,Good,99.81,0
1280.29795,Staphylococcus aureus strain HICF0165,Staphylococcus aureus,MLST.saureus.59,14674,2677499,80,Good,99.81,0
1280.29796,Staphylococcus aureus strain HICF0171,Staphylococcus aureus,MLST.saureus.22,18706,2853400,77,Good,99.81,0
1280.29797,Staphylococcus aureus strain HICF0169,Staphylococcus aureus,MLST.saureus.5,18198,2773690,58,Good,99.81,0
1280.29798,Staphylococcus aureus strain HICF0170,Staphylococcus aureus,MLST.saureus.1535,12805,2809243,119,Good,99.81,0
1280.29799,Staphylococcus aureus strain HICF0172,Staphylococcus aureus,MLST.saureus.22,14899,2755402,63,Good,99.81,0
1280.29800,Staphylococcus aureus strain HICF0161,Staphylococcus aureus,MLST.saureus.22,18191,2770924,65,Good,99.81,0
1280.29801,Staphylococcus aureus strain HICF0168,Staphylococcus aureus,MLST.saureus.5142,18200,2678616,74,Good,99.81,0
1280.29802,Staphylococcus aureus strain HICF0166,Staphylococcus aureus,MLST.saureus.22,14896,2767341,62,Good,99.81,0
1280.29803,Staphylococcus aureus strain HICF0146,Staphylococcus aureus,MLST.saureus.22,13026,2812504,75,Good,99.81,0
1280.29804,Staphylococcus aureus strain HICF0134,Staphylococcus aureus,MLST.saureus.22,13026,2802284,67,Good,99.81,0.19
1280.29805,Staphylococcus aureus strain HICF0180,Staphylococcus aureus,MLST.saureus.8,14911,2765281,61,Good,99.81,0
1280.29806,Staphylococcus aureus strain HICF0176,Staphylococcus aureus,MLST.saureus.1,14682,2824515,62,Good,99.81,0
1280.29807,Staphylococcus aureus strain HICF0178,Staphylococcus aureus,MLST.saureus.5,13292,2676370,54,Good,99.81,0
1280.29808,Staphylococcus aureus strain HICF0181,Staphylococcus aureus,MLST.saureus.1,13891,2785448,61,Good,99.81,0
1280.29809,Staphylococcus aureus strain HICF0179,Staphylococcus aureus,MLST.saureus.59,14674,2672877,91,Good,99.81,0
1280.29810,Staphylococcus aureus strain HICF0177,Staphylococcus aureus,MLST.saureus.149,14912,2746475,63,Good,99.81,0
1280.29811,Staphylococcus aureus strain HICF0183,Staphylococcus aureus,MLST.saureus.8,13892,2875332,157,Good,99.81,0.19
1280.29812,Staphylococcus aureus strain HICF0182,Staphylococcus aureus,MLST.saureus.1,13893,2796072,51,Good,99.81,0
1280.29813,Staphylococcus aureus strain HICF0173,Staphylococcus aureus,MLST.saureus.5,14913,2715433,51,Good,99.81,0
1280.29814,Staphylococcus aureus strain HICF0175,Staphylococcus aureus,MLST.saureus.45,14914,2744509,43,Good,99.81,0
1280.29815,Staphylococcus aureus strain HICF0174,Staphylococcus aureus,MLST.saureus.149,14915,2764343,37,Good,99.81,0
1280.29816,Staphylococcus aureus strain HICF0187,Staphylococcus aureus,MLST.saureus.1,14916,2793634,53,Good,99.81,0
1280.29817,Staphylococcus aureus strain HICF0186,Staphylococcus aureus,MLST.saureus.22,12806,2813100,64,Good,99.81,0
1280.29818,Staphylococcus aureus strain HICF0185,Staphylococcus aureus,MLST.saureus.36,14684,2901492,116,Good,99.81,0
1280.29819,Staphylococcus aureus strain HICF0188,Staphylococcus aureus,MLST.saureus.840,14685,2731573,56,Good,99.81,0
1280.29820,Staphylococcus aureus strain HICF0193,Staphylococcus aureus,MLST.saureus.30,14686,2781297,84,Good,99.81,0
1280.29821,Staphylococcus aureus strain HICF0190,Staphylococcus aureus,MLST.saureus.45,13028,2744238,36,Good,99.81,0
1280.29822,Staphylococcus aureus strain HICF0184,Staphylococcus aureus,MLST.saureus.22,14917,2780413,67,Good,99.81,0
1280.29823,Staphylococcus aureus strain HICF0194,Staphylococcus aureus,MLST.saureus.22,13029,2823482,67,Good,99.81,0
1280.29824,Staphylococcus aureus strain HICF0198,Staphylococcus aureus,MLST.saureus.22,14918,2691882,58,Good,99.81,0
1280.29825,Staphylococcus aureus strain HICF0195,Staphylococcus aureus,MLST.saureus.30,14846,2771097,54,Good,99.81,0
1280.29826,Staphylococcus aureus strain HICF0197,Staphylococcus aureus,MLST.saureus.1,13030,2838424,53,Good,99.81,0
1280.29827,Staphylococcus aureus strain HICF0205,Staphylococcus aureus,MLST.saureus.30,13894,2736743,42,Good,99.81,0
1280.29828,Staphylococcus aureus strain HICF0204,Staphylococcus aureus,MLST.saureus.1,13031,2765276,73,Good,99.81,0
1280.29829,Staphylococcus aureus strain HICF0202,Staphylococcus aureus,MLST.saureus.22,13026,2813479,66,Good,99.81,0
1280.29830,Staphylococcus aureus strain HICF0203,Staphylococcus aureus,MLST.saureus.22,14687,2784365,66,Good,99.81,0
1280.29831,Staphylococcus aureus strain HICF0207,Staphylococcus aureus,MLST.saureus.22,14687,2817856,61,Good,99.81,0
1280.29832,Staphylococcus aureus strain HICF0206,Staphylococcus aureus,MLST.saureus.22,13033,2695373,55,Good,99.81,0
1280.29833,Staphylococcus aureus strain HICF0200,Staphylococcus aureus,MLST.saureus.59,13034,2674274,81,Good,99.81,0
1280.29834,Staphylococcus aureus strain HICF0201,Staphylococcus aureus,MLST.saureus.59,14689,2779250,90,Good,99.81,0
1280.29835,Staphylococcus aureus strain HICF0210,Staphylococcus aureus,MLST.saureus.22,14675,2783338,53,Good,99.81,0
1280.29836,Staphylococcus aureus strain HICF0208,Staphylococcus aureus,MLST.saureus.22,14691,2723026,58,Good,99.81,0
1280.29837,Staphylococcus aureus strain HICF0209,Staphylococcus aureus,MLST.saureus.22,13895,2825461,54,Good,99.81,0
1280.29842,Staphylococcus aureus strain HICF0216B,Staphylococcus aureus,MLST.saureus.5,14920,2723431,49,Good,99.81,0.19
1280.29843,Staphylococcus aureus strain HICF0218,Staphylococcus aureus,MLST.saureus.59,14921,2677613,80,Good,99.81,0
1280.29844,Staphylococcus aureus strain HICF0215,Staphylococcus aureus,MLST.saureus.45,13896,2763301,51,Good,99.81,0
1280.29845,Staphylococcus aureus strain HICF0214,Staphylococcus aureus,MLST.saureus.59,13897,2677832,77,Good,99.81,0
1280.29846,Staphylococcus aureus strain HICF0211,Staphylococcus aureus,MLST.saureus.45,13035,2814700,64,Good,99.81,0
1280.29847,Staphylococcus aureus strain HICF0213,Staphylococcus aureus,MLST.saureus.5,13898,2716957,33,Good,99.81,0
1280.29848,Staphylococcus aureus strain HICF0229,Staphylococcus aureus,MLST.saureus.22,14899,2863175,61,Good,99.81,0
1280.29849,Staphylococcus aureus strain HICF0230,Staphylococcus aureus,MLST.saureus.22,14923,2747531,61,Good,99.81,0
1280.29850,Staphylococcus aureus strain HICF0228,Staphylococcus aureus,MLST.saureus.5,14924,2788935,46,Good,99.81,0
1280.29851,Staphylococcus aureus strain HICF0227,Staphylococcus aureus,MLST.saureus.5,13036,2751240,58,Good,99.81,0.19
1280.29852,Staphylococcus aureus strain HICF0232,Staphylococcus aureus,MLST.saureus.22,13037,2770208,57,Good,99.81,0
1280.29853,Staphylococcus aureus strain HICF0233,Staphylococcus aureus,MLST.saureus.6855,14925,2735339,44,Good,99.81,0
1280.29854,Staphylococcus aureus strain HICF0235,Staphylococcus aureus,MLST.saureus.22,13878,2814025,68,Good,99.81,0
1280.29855,Staphylococcus aureus strain HICF0236,Staphylococcus aureus,MLST.saureus.59,14921,2676512,72,Good,99.81,0
1280.29856,Staphylococcus aureus strain HICF0223,Staphylococcus aureus,MLST.saureus.45,13038,2745958,35,Good,99.81,0
1280.29857,Staphylococcus aureus strain HICF0224,Staphylococcus aureus,MLST.saureus.22,14927,2771234,67,Good,99.81,0
1280.29858,Staphylococcus aureus strain HICF0225,Staphylococcus aureus,MLST.saureus.22,13039,2772785,71,Good,99.81,0
1280.29859,Staphylococcus aureus strain HICF0217,Staphylococcus aureus,MLST.saureus.8,13040,2844445,84,Good,99.81,0
1280.29860,Staphylococcus aureus strain HICF0241,Staphylococcus aureus,MLST.saureus.5,13293,2754139,67,Good,99.81,0
1280.29861,Staphylococcus aureus strain HICF0255,Staphylococcus aureus,MLST.saureus.97,13294,2734442,61,Good,99.81,0
1280.29862,Staphylococcus aureus strain HICF0245,Staphylococcus aureus,MLST.saureus.22,14692,2810295,71,Good,99.81,0
1280.29863,Staphylococcus aureus strain HICF0256,Staphylococcus aureus,MLST.saureus.8,13295,2862457,84,Good,99.81,0
1280.29864,Staphylococcus aureus strain HICF0251,Staphylococcus aureus,MLST.saureus.22,13285,2851798,72,Good,99.81,0
1280.29865,Staphylococcus aureus strain HICF0248,Staphylococcus aureus,MLST.saureus.22,14928,2808988,76,Good,99.81,0
1280.29866,Staphylococcus aureus strain HICF0254,Staphylococcus aureus,MLST.saureus.22,14929,2858995,84,Good,99.81,0.19
1280.29867,Staphylococcus aureus strain HICF0237,Staphylococcus aureus,MLST.saureus.59,13900,2751958,68,Good,99.81,0
1280.29868,Staphylococcus aureus strain HICF0238,Staphylococcus aureus,MLST.saureus.45,13901,2742120,43,Good,99.81,0
1280.29869,Staphylococcus aureus strain HICF0269,Staphylococcus aureus,NOVEL,13902,2722290,51,Good,99.81,0
1280.29870,Staphylococcus aureus strain HICF0271,Staphylococcus aureus,MLST.saureus.22,13297,2730660,48,Good,99.81,0
1280.29871,Staphylococcus aureus strain HICF0270,Staphylococcus aureus,MLST.saureus.22,13298,2724281,62,Good,99.81,0
1280.29872,Staphylococcus aureus strain HICF0268,Staphylococcus aureus,MLST.saureus.22,13290,2780463,54,Good,99.81,0
1280.29873,Staphylococcus aureus strain HICF0262,Staphylococcus aureus,MLST.saureus.22,13300,2739209,61,Good,99.81,0
1280.29874,Staphylococcus aureus strain HICF0263,Staphylococcus aureus,MLST.saureus.59,13903,2720208,74,Good,99.81,0
1280.29875,Staphylococcus aureus strain HICF0266,Staphylococcus aureus,MLST.saureus.22,14897,2777362,56,Good,99.81,0
1280.29876,Staphylococcus aureus strain HICF0264,Staphylococcus aureus,MLST.saureus.36,14684,2907315,100,Good,99.81,0
1280.29877,Staphylococcus aureus strain HICF0246,Staphylococcus aureus,MLST.saureus.22,13904,2782002,55,Good,99.81,0
1280.29878,Staphylococcus aureus strain HICF0258,Staphylococcus aureus,MLST.saureus.59,13041,2764076,81,Good,99.81,0
1280.29879,Staphylococcus aureus strain HICF0261,Staphylococcus aureus,MLST.saureus.22,13042,2806630,53,Good,99.81,0
1280.29880,Staphylococcus aureus strain HICF0260,Staphylococcus aureus,MLST.saureus.8,13043,2888795,69,Good,99.81,0
1280.29881,Staphylococcus aureus strain HICF0253,Staphylococcus aureus,MLST.saureus.1,13905,2783019,59,Good,99.81,0
1280.29882,Staphylococcus aureus strain HICF0276,Staphylococcus aureus,MLST.saureus.59,13906,2754886,87,Good,99.81,0
1280.29883,Staphylococcus aureus strain HICF0277,Staphylococcus aureus,MLST.saureus.59,13897,2676965,78,Good,99.81,0
1280.29884,Staphylococcus aureus strain HICF0278,Staphylococcus aureus,MLST.saureus.22,13908,2823525,66,Good,99.81,0
1280.29885,Staphylococcus aureus strain HICF0275,Staphylococcus aureus,MLST.saureus.45,14694,2742387,42,Good,99.81,0
1280.29886,Staphylococcus aureus strain HICF0285,Staphylococcus aureus,MLST.saureus.22,14695,2837867,83,Good,99.81,0
1280.29887,Staphylococcus aureus strain HICF0284,Staphylococcus aureus,MLST.saureus.22,14696,2792407,59,Good,99.81,0
1280.29888,Staphylococcus aureus strain HICF0282,Staphylococcus aureus,MLST.saureus.45,14931,2761786,44,Good,99.81,0
1280.29889,Staphylococcus aureus strain HICF0283,Staphylococcus aureus,MLST.saureus.22,13026,2855240,69,Good,99.81,0
1280.29890,Staphylococcus aureus strain HICF0281,Staphylococcus aureus,MLST.saureus.22,13878,2812594,64,Good,99.81,0
1280.29891,Staphylococcus aureus strain HICF0272,Staphylococcus aureus,MLST.saureus.22,14932,2769421,58,Good,99.81,0
1280.29892,Staphylococcus aureus strain HICF0274,Staphylococcus aureus,MLST.saureus.22,14933,2727902,63,Good,99.81,0
1280.29893,Staphylococcus aureus strain HICF0291,Staphylococcus aureus,MLST.saureus.22,14934,2786037,60,Good,99.81,0
1280.29894,Staphylococcus aureus strain HICF0297,Staphylococcus aureus,MLST.saureus.22,14934,2789180,56,Good,99.81,0
1280.29895,Staphylococcus aureus strain HICF0298,Staphylococcus aureus,MLST.saureus.22,14899,2821008,52,Good,99.81,0
1280.29896,Staphylococcus aureus strain HICF0295,Staphylococcus aureus,MLST.saureus.22,13045,2682976,57,Good,99.04,0
1280.29897,Staphylococcus aureus strain HICF0296,Staphylococcus aureus,MLST.saureus.105,13910,2820137,45,Good,99.81,0
1280.29898,Staphylococcus aureus strain HICF0294,Staphylococcus aureus,MLST.saureus.22,14697,2768389,58,Good,99.81,0
1280.29899,Staphylococcus aureus strain HICF0292,Staphylococcus aureus,MLST.saureus.45,14698,2748746,28,Good,99.81,0
1280.29900,Staphylococcus aureus strain HICF0293,Staphylococcus aureus,MLST.saureus.5,14699,2726132,37,Good,99.81,0
1280.29901,Staphylococcus aureus strain HICF0290,Staphylococcus aureus,MLST.saureus.22,14700,2791219,61,Good,99.81,0
1280.29902,Staphylococcus aureus strain HICF0289,Staphylococcus aureus,MLST.saureus.149,14912,2751000,42,Good,99.81,0
1280.29903,Staphylococcus aureus strain HICF0286,Staphylococcus aureus,MLST.saureus.1,14938,2783343,71,Good,99.81,0
1280.29904,Staphylococcus aureus strain HICF0309,Staphylococcus aureus,MLST.saureus.22,14687,2820901,71,Good,99.81,0
1280.29905,Staphylococcus aureus strain HICF0308,Staphylococcus aureus,MLST.saureus.22,14675,2777094,57,Good,99.81,0
1280.29906,Staphylococcus aureus strain HICF0306,Staphylococcus aureus,MLST.saureus.22,14939,2820997,66,Good,99.81,0
1280.29907,Staphylococcus aureus strain HICF0305,Staphylococcus aureus,MLST.saureus.22,13911,2802964,56,Good,99.81,0
1280.29908,Staphylococcus aureus strain HICF0307,Staphylococcus aureus,MLST.saureus.22,13046,2725129,66,Good,99.81,0
1280.29909,Staphylococcus aureus strain HICF0302,Staphylococcus aureus,MLST.saureus.5,18741,2756468,59,Good,99.81,0
1280.29910,Staphylococcus aureus strain HICF0304,Staphylococcus aureus,MLST.saureus.88,13047,2758642,48,Good,99.81,0
1280.29911,Staphylococcus aureus strain HICF0301,Staphylococcus aureus,MLST.saureus.22,13026,2798907,63,Good,99.81,0
1280.29912,Staphylococcus aureus strain HICF0300,Staphylococcus aureus,MLST.saureus.22,18709,2821407,51,Good,99.81,0
1280.29913,Staphylococcus aureus strain HICF0321,Staphylococcus aureus,MLST.saureus.398,13912,2730373,69,Good,99.81,0
1280.29914,Staphylococcus aureus strain HICF0315,Staphylococcus aureus,MLST.saureus.22,13913,2802733,103,Good,99.81,0.19
1280.29915,Staphylococcus aureus strain HICF0318,Staphylococcus aureus,MLST.saureus.22,13878,2857898,66,Good,99.81,0
1280.29916,Staphylococcus aureus strain HICF0320,Staphylococcus aureus,MLST.saureus.5,13301,2779767,45,Good,99.81,0
1280.29917,Staphylococcus aureus strain HICF0317,Staphylococcus aureus,MLST.saureus.5,13915,2732718,49,Good,99.81,0
1280.29918,Staphylococcus aureus strain HICF0316,Staphylococcus aureus,MLST.saureus.22,13916,2799187,63,Good,99.81,0
1280.29919,Staphylococcus aureus strain HICF0314,Staphylococcus aureus,MLST.saureus.22,18743,2763327,48,Good,99.81,0
1280.29920,Staphylococcus aureus strain HICF0311,Staphylococcus aureus,MLST.saureus.22,18706,2855201,72,Good,99.81,0
1280.29921,Staphylococcus aureus strain HICF0313,Staphylococcus aureus,MLST.saureus.2371,13302,2738434,74,Good,99.81,0
1280.29922,Staphylococcus aureus strain HICF0312,Staphylococcus aureus,MLST.saureus.22,13303,2836016,79,Good,99.81,0
1280.29923,Staphylococcus aureus strain HICF0310,Staphylococcus aureus,MLST.saureus.22,18706,2799120,62,Good,99.81,0
1280.29924,Staphylococcus aureus strain HICF0299,Staphylococcus aureus,MLST.saureus.5,13304,2802898,43,Good,99.81,0
1280.29925,Staphylococcus aureus strain HICF0303,Staphylococcus aureus,MLST.saureus.22,13305,2755957,73,Good,99.81,0
1280.29926,Staphylococcus aureus strain HICF0325,Staphylococcus aureus,MLST.saureus.22,13917,2802344,51,Good,99.81,0
1280.29927,Staphylococcus aureus strain HICF0329,Staphylococcus aureus,MLST.saureus.22,18706,2820315,62,Good,99.81,0
1280.29928,Staphylococcus aureus strain HICF0332,Staphylococcus aureus,MLST.saureus.22,13918,2793491,69,Good,99.81,0
1280.29929,Staphylococcus aureus strain HICF0328,Staphylococcus aureus,MLST.saureus.5,13919,2777760,24,Good,99.81,0
1280.29930,Staphylococcus aureus strain HICF0327,Staphylococcus aureus,MLST.saureus.45,18747,2746510,38,Good,99.81,0
1280.29931,Staphylococcus aureus strain HICF0330,Staphylococcus aureus,MLST.saureus.1,13920,2745312,51,Good,99.81,0.19
1280.29932,Staphylococcus aureus strain HICF0331,Staphylococcus aureus,MLST.saureus.45,13921,2744620,37,Good,99.81,0.19
1280.29933,Staphylococcus aureus strain HICF0333,Staphylococcus aureus,MLST.saureus.59,13306,2707863,76,Good,99.81,0
1280.29934,Staphylococcus aureus strain HICF0326,Staphylococcus aureus,MLST.saureus.8,14940,2903332,119,Good,99.81,0
1280.29935,Staphylococcus aureus strain HICF0334,Staphylococcus aureus,MLST.saureus.8,14941,2842291,63,Good,99.81,0
1280.29936,Staphylococcus aureus strain HICF0322,Staphylococcus aureus,MLST.saureus.45,13922,2759401,45,Good,99.81,0
1280.29937,Staphylococcus aureus strain HICF0354,Staphylococcus aureus,MLST.saureus.1,13307,2793753,56,Good,99.81,0
1280.29938,Staphylococcus aureus strain HICF0356,Staphylococcus aureus,MLST.saureus.59,13308,2683548,73,Good,99.81,0
