genome_id,genome_name,cluster,cluster_size
1280.29974,Staphylococcus aureus strain HICF0389,hc10:14706,1
1280.29975,Staphylococcus aureus strain HICF0379,hc10:14949,1
1280.29976,Staphylococcus aureus strain HICF0381,hc10:14950,1
1280.29977,Staphylococcus aureus strain HICF0380,hc10:13931,1
1280.29979,Staphylococcus aureus strain HICF0378,hc10:14951,1
1280.29980,Staphylococcus aureus strain HICF0395,hc10:14707,1
1280.29981,Staphylococcus aureus strain HICF0396,hc10:13933,1
1280.29982,Staphylococcus aureus strain HICF0393,hc10:13879,5
1280.29983,Staphylococcus aureus strain HICF0403,hc10:14952,1
1280.29985,Staphylococcus aureus strain HICF0399,hc10:14954,1
1280.29987,Staphylococcus aureus strain HICF0391,hc10:14709,1
1280.29988,Staphylococcus aureus strain HICF0398,hc10:14710,1
1280.29990,Staphylococcus aureus strain HICF0390,hc10:13312,1
1280.29991,Staphylococcus aureus strain HICF0382,hc10:14956,1
1280.29992,Staphylococcus aureus strain HICF0411,hc10:13935,1
1280.29993,Staphylococcus aureus strain HICF0410,hc10:13936,1
1280.29995,Staphylococcus aureus strain HICF0414,hc10:13937,1
1280.29996,Staphylococcus aureus strain HICF0408,hc10:14712,1
1280.29997,Staphylococcus aureus strain HICF0418,hc10:14713,1
1280.29998,Staphylococcus aureus strain HICF0415,hc10:14714,1
1280.29999,Staphylococcus aureus strain HICF0417,hc10:14715,1
1280.30002,Staphylococcus aureus strain HICF0431,hc10:13938,2
1280.30003,Staphylococcus aureus strain HICF0433,hc10:13940,1
1280.30004,Staphylococcus aureus strain HICF0421,hc10:14957,1
1280.30005,Staphylococcus aureus strain HICF0423,hc10:14717,1
1280.30006,Staphylococcus aureus strain HICF0424,hc10:14718,1
1280.30007,Staphylococcus aureus strain HICF0428,hc10:14958,1
1280.30008,Staphylococcus aureus strain HICF0430,hc10:14719,1
1280.30009,Staphylococcus aureus strain HICF0427,hc10:14720,1
1280.30010,Staphylococcus aureus strain HICF0429,hc10:13941,1
1280.30011,Staphylococcus aureus strain HICF0426,hc10:14959,1
1280.30012,Staphylococcus aureus strain HICF0420,hc10:14960,1
1280.30013,Staphylococcus aureus strain HICF0409,hc10:13942,1
1280.30016,Staphylococcus aureus strain HICF0443,hc10:13945,2
1280.30018,Staphylococcus aureus strain HICF0441,hc10:13947,1
1280.30019,Staphylococcus aureus strain HICF0436,hc10:14961,1
1280.30020,Staphylococcus aureus strain HICF0439,hc10:13948,1
1280.30022,Staphylococcus aureus strain HICF0440,hc10:14962,1
1280.30023,Staphylococcus aureus strain HICF0435,hc10:14963,1
1280.30024,Staphylococcus aureus strain HICF0434,hc10:13950,1
1280.30026,Staphylococcus aureus strain HICF0450,hc10:14964,1
1280.30027,Staphylococcus aureus strain HICF0459,hc10:14965,1
1280.30028,Staphylococcus aureus strain HICF0460,hc10:14966,1
1280.30029,Staphylococcus aureus strain HICF0449,hc10:14967,1
1280.30033,Staphylococcus aureus strain HICF0456,hc10:13049,1
1280.30036,Staphylococcus aureus strain HICF0476,hc10:13954,1
1280.30037,Staphylococcus aureus strain HICF0473,hc10:13955,1
1280.30038,Staphylococcus aureus strain HICF0472,hc10:13956,1
1280.30040,Staphylococcus aureus strain HICF0465,hc10:13957,2
1280.30041,Staphylococcus aureus strain HICF0471,hc10:13958,1
1280.30043,Staphylococcus aureus strain HICF0468,hc10:13314,2
1280.30045,Staphylococcus aureus strain HICF0462,hc10:13316,1
1280.30047,Staphylococcus aureus strain HICF0486,hc10:13961,1
1280.30048,Staphylococcus aureus strain HICF0490,hc10:13962,1
1280.30049,Staphylococcus aureus strain HICF0491,hc10:13963,1
1280.30057,Staphylococcus aureus strain HICF0485,hc10:13968,1
1280.30059,Staphylococcus aureus strain HICF0504,hc10:13319,1
1280.30061,Staphylococcus aureus strain HICF0499,hc10:13970,1
1280.30062,Staphylococcus aureus strain HICF0497,hc10:13320,1
1280.30063,Staphylococcus aureus strain HICF0500,hc10:13321,1
1280.30064,Staphylococcus aureus strain HICF0502,hc10:13322,1
1280.30065,Staphylococcus aureus strain HICF0493,hc10:13971,1
1280.30066,Staphylococcus aureus strain HICF0495,hc10:13972,1
1280.30067,Staphylococcus aureus strain HICF0496,hc10:13973,1
1280.30068,Staphylococcus aureus strain HICF0492,hc10:14971,1
1280.30072,Staphylococcus aureus strain HICF0513,hc10:13976,1
1280.30075,Staphylococcus aureus strain HICF0516,hc10:14973,1
1280.30076,Staphylococcus aureus strain HICF0515,hc10:14974,1
1280.30077,Staphylococcus aureus strain HICF0517,hc10:14975,1
1280.30078,Staphylococcus aureus strain HICF0507,hc10:14976,1
1280.30079,Staphylococcus aureus strain HICF0506,hc10:13052,1
1280.30084,Staphylococcus aureus strain HICF0527,hc10:13056,1
1280.30085,Staphylococcus aureus strain HICF0522,hc10:14977,1
1280.30087,Staphylococcus aureus strain HICF0519,hc10:13057,1
1280.30089,Staphylococcus aureus strain HICF0520,hc10:14371,1
1280.30090,Staphylococcus aureus strain HICF0521,hc10:14372,1
1280.30091,Staphylococcus aureus strain HICF0530,hc10:14373,1
1280.30092,Staphylococcus aureus strain HICF0531,hc10:14979,1
1280.30095,Staphylococcus aureus strain HICF0535,hc10:14981,1
1280.30096,Staphylococcus aureus strain HICF0538,hc10:14982,1
1280.30098,Staphylococcus aureus strain HICF0536,hc10:13980,1
1280.30099,Staphylococcus aureus strain HICF0532,hc10:14927,2
1280.30100,Staphylococcus aureus strain HICF0533,hc10:14984,1
1280.30101,Staphylococcus aureus strain HICF0534,hc10:14985,1
1280.30102,Staphylococcus aureus strain HICF0540,hc10:13901,3
1280.30103,Staphylococcus aureus strain HICF0549,hc10:13982,1
1280.30104,Staphylococcus aureus strain HICF0552,hc10:13051,2
1280.30106,Staphylococcus aureus strain HICF0551,hc10:13983,1
1280.30107,Staphylococcus aureus strain HICF0541,hc10:13984,1
1280.30108,Staphylococcus aureus strain HICF0542,hc10:13061,1
1280.30109,Staphylococcus aureus strain HICF0548,hc10:13062,1
1280.30112,Staphylococcus aureus strain HICF0544,hc10:14986,1
1280.30115,Staphylococcus aureus strain HICF0564,hc10:14988,1
1280.30116,Staphylococcus aureus strain HICF0558,hc10:14989,1
1280.30117,Staphylococcus aureus strain HICF0559,hc10:14990,1
1280.30119,Staphylococcus aureus strain HICF0557,hc10:18201,2
1280.30120,Staphylococcus aureus strain HICF0555,hc10:18196,4
1280.30122,Staphylococcus aureus strain HICF0554,hc10:18191,22
1280.30123,Staphylococcus aureus strain HICF0573,hc10:13065,1
1280.30124,Staphylococcus aureus strain HICF0572,hc10:18205,1
1280.30126,Staphylococcus aureus strain HICF0574,hc10:13066,1
1280.30129,Staphylococcus aureus strain HICF0565,hc10:13069,1
1280.30130,Staphylococcus aureus strain HICF0576,hc10:13070,1
1280.30131,Staphylococcus aureus strain HICF0575,hc10:13071,1
1280.30132,Staphylococcus aureus strain HICF0578,hc10:13072,1
1280.30133,Staphylococcus aureus strain HICF0577,hc10:13073,1
1280.30134,Staphylococcus aureus strain HICF0580,hc10:13074,3
1280.30135,Staphylococcus aureus strain HICF0590,hc10:13075,1
1280.30136,Staphylococcus aureus strain HICF0589,hc10:13076,1
1280.30137,Staphylococcus aureus strain HICF0588,hc10:13077,1
1280.30138,Staphylococcus aureus strain HICF0585,hc10:13987,1
1280.30139,Staphylococcus aureus strain HICF0587,hc10:13078,1
1280.30140,Staphylococcus aureus strain HICF0592,hc10:13884,4
1280.30141,Staphylococcus aureus strain HICF0591,hc10:13323,1
1280.30142,Staphylococcus aureus strain HICF0583,hc10:13324,1
1280.30143,Staphylococcus aureus strain HICF0582,hc10:13079,1
1280.30144,Staphylococcus aureus strain HICF0601,hc10:13080,1
1280.30146,Staphylococcus aureus strain HICF0599,hc10:13990,1
1280.30147,Staphylococcus aureus strain HICF0598,hc10:13325,1
1280.30148,Staphylococcus aureus strain HICF0597,hc10:13081,1
1280.30149,Staphylococcus aureus strain HICF0596,hc10:13082,1
1280.30151,Staphylococcus aureus strain HICF0603,hc10:13084,1
1280.30152,Staphylococcus aureus strain HICF0605,hc10:13085,1
1280.30153,Staphylococcus aureus strain HICF0604,hc10:18207,1
1280.30154,Staphylococcus aureus strain HICF0594,hc10:18197,2
1280.30155,Staphylococcus aureus strain HICF0581,hc10:18209,1
1280.30156,Staphylococcus aureus strain HICF0584,hc10:18210,1
1280.30157,Staphylococcus aureus strain HICF0612,hc10:13887,2
1280.30158,Staphylococcus aureus strain HICF0614,hc10:13326,1
1280.30159,Staphylococcus aureus strain HICF0613,hc10:13900,4
1280.30160,Staphylococcus aureus strain HICF0606,hc10:18211,2
1280.30161,Staphylococcus aureus strain HICF0607,hc10:18212,1
1280.30162,Staphylococcus aureus strain HICF0611,hc10:18213,1
1280.30163,Staphylococcus aureus strain HICF0610,hc10:18214,1
1280.30165,Staphylococcus aureus strain HICF0617,hc10:18216,1
1280.30166,Staphylococcus aureus strain HICF0616,hc10:18217,1
1280.30167,Staphylococcus aureus strain HICF0615,hc10:18194,2
1280.30168,Staphylococcus aureus strain HICF0624,hc10:18219,1
1280.30170,Staphylococcus aureus strain HICF0622,hc10:18221,1
1280.30171,Staphylococcus aureus strain HICF0626,hc10:18222,1
1280.30173,Staphylococcus aureus strain HICF0621,hc10:13993,1
1280.30175,Staphylococcus aureus strain HICF0628,hc10:18224,2
1280.30176,Staphylococcus aureus strain HICF0629,hc10:18225,1
1280.30177,Staphylococcus aureus strain HICF0619,hc10:18226,1
1280.30179,Staphylococcus aureus strain HICF0641,hc10:18228,1
1280.30180,Staphylococcus aureus strain HICF0640,hc10:18229,1
1280.30181,Staphylococcus aureus strain HICF0651,hc10:13995,1
1280.30183,Staphylococcus aureus strain HICF0638,hc10:18231,3
1280.30184,Staphylococcus aureus strain HICF0637,hc10:18232,1
1280.30185,Staphylococcus aureus strain HICF0636,hc10:18233,1
1280.30186,Staphylococcus aureus strain HICF0635,hc10:18234,1
1280.30188,Staphylococcus aureus strain HICF0652,hc10:18235,1
1280.30189,Staphylococcus aureus strain HICF0630,hc10:18227,2
1280.30192,Staphylococcus aureus strain HICF0649,hc10:18239,1
1280.30193,Staphylococcus aureus strain HICF0654,hc10:18240,1
1280.30194,Staphylococcus aureus strain HICF0647,hc10:13997,1
1280.30195,Staphylococcus aureus strain HICF0655,hc10:13998,1
1280.30196,Staphylococcus aureus strain HICF0642,hc10:13885,5
1280.30197,Staphylococcus aureus strain HICF0643,hc10:14000,1
1280.30200,Staphylococcus aureus strain HICF0645,hc10:13327,1
1280.30201,Staphylococcus aureus strain HICF0665,hc10:13916,2
1280.30204,Staphylococcus aureus strain HICF0666,hc10:13089,2
1280.30207,Staphylococcus aureus strain HICF0662,hc10:13092,1
1280.30208,Staphylococcus aureus strain HICF0667,hc10:13329,1
1280.30209,Staphylococcus aureus strain HICF0659,hc10:13093,1
1280.30211,Staphylococcus aureus strain HICF0657,hc10:13331,1
1280.30213,Staphylococcus aureus strain HICF0675,hc10:13333,1
1280.30214,Staphylococcus aureus strain HICF0681,hc10:18241,1
1280.30216,Staphylococcus aureus strain HICF0678,hc10:18243,1
1280.30217,Staphylococcus aureus strain HICF0680,hc10:18244,1
1280.30220,Staphylococcus aureus strain HICF0672,hc10:18246,1
1280.30221,Staphylococcus aureus strain HICF0673,hc10:18247,2
1280.30222,Staphylococcus aureus strain HICF0671,hc10:18248,1
1280.30224,Staphylococcus aureus strain HICF0691,hc10:13335,1
1280.30225,Staphylococcus aureus strain HICF0684,hc10:18249,1
1280.30228,Staphylococcus aureus strain HICF0685,hc10:14002,1
1280.30229,Staphylococcus aureus strain HICF0687,hc10:14003,1
1280.30230,Staphylococcus aureus strain HICF0686,hc10:13336,1
1280.30232,Staphylococcus aureus strain HICF0690,hc10:18253,1
1280.30233,Staphylococcus aureus strain HICF0682,hc10:18254,1
1280.30234,Staphylococcus aureus strain HICF0698,hc10:18255,2
1280.30235,Staphylococcus aureus strain HICF0693,hc10:18256,1
1280.30237,Staphylococcus aureus strain HICF0695,hc10:13285,19
1280.30238,Staphylococcus aureus strain HICF0708,hc10:13029,3
1280.30239,Staphylococcus aureus strain HICF0707,hc10:13054,2
1280.30241,Staphylococcus aureus strain HICF0706,hc10:13098,1
1280.30242,Staphylococcus aureus strain HICF0710,hc10:13099,1
1280.30243,Staphylococcus aureus strain HICF0712,hc10:14004,1
1280.30247,Staphylococcus aureus strain HICF0716,hc10:14006,1
1280.30248,Staphylococcus aureus strain HICF0714,hc10:18258,1
1280.30249,Staphylococcus aureus strain HICF0699,hc10:18259,1
1280.30250,Staphylococcus aureus strain HICF0696,hc10:14007,1
1280.30251,Staphylococcus aureus strain HICF0697,hc10:13101,1
1280.30252,Staphylococcus aureus strain HICF0700,hc10:13102,1
1280.30254,Staphylococcus aureus strain HICF0703,hc10:13104,1
1280.30255,Staphylococcus aureus strain HICF0702,hc10:13105,1
1280.30257,Staphylococcus aureus strain HICF0725,hc10:13107,1
1280.30259,Staphylococcus aureus strain HICF0722,hc10:13109,1
1280.30260,Staphylococcus aureus strain HICF0724,hc10:13110,1
1280.30265,Staphylococcus aureus strain HICF0735,hc10:13115,1
1280.30266,Staphylococcus aureus strain HICF0738,hc10:13116,1
1280.30268,Staphylococcus aureus strain HICF0728,hc10:13118,1
1280.30269,Staphylococcus aureus strain HICF0729,hc10:13119,1
1280.30271,Staphylococcus aureus strain HICF0731,hc10:13121,1
1280.30273,Staphylococcus aureus strain HICF0730,hc10:13123,1
1280.30275,Staphylococcus aureus strain HICF0718,hc10:13125,1
1280.30276,Staphylococcus aureus strain HICF0720,hc10:13126,1
1280.30279,Staphylococcus aureus strain HICF0740,hc10:13129,1
1280.30281,Staphylococcus aureus strain HICF0742,hc10:18260,1
1280.30283,Staphylococcus aureus strain HICF0752,hc10:13131,1
1280.30284,Staphylococcus aureus strain HICF0754,hc10:13132,1
1280.30285,Staphylococcus aureus strain HICF0747,hc10:13133,1
1280.30286,Staphylococcus aureus strain HICF0743,hc10:13134,2
1280.30287,Staphylococcus aureus strain HICF0751,hc10:14008,1
1280.30289,Staphylococcus aureus strain HICF0761,hc10:13878,24
1280.30294,Staphylococcus aureus strain HICF0762,hc10:13342,1
1280.30297,Staphylococcus aureus strain HICF0755,hc10:18263,1
1280.30298,Staphylococcus aureus strain HICF0756,hc10:18264,1
1280.30299,Staphylococcus aureus strain HICF0757,hc10:18265,1
1280.30301,Staphylococcus aureus strain HICF0778,hc10:18267,1
1280.30304,Staphylococcus aureus strain HICF0774,hc10:13135,1
1280.30308,Staphylococcus aureus strain HICF0777,hc10:18273,1
1280.30312,Staphylococcus aureus strain HICF0785,hc10:13136,1
1280.30313,Staphylococcus aureus strain HICF0788,hc10:13137,1
1280.30316,Staphylococcus aureus strain HICF0781,hc10:13140,1
1280.30319,Staphylococcus aureus strain HICF0791,hc10:18277,1
1280.30320,Staphylococcus aureus strain HICF0786,hc10:14014,1
1280.30323,Staphylococcus aureus strain HICF0799,hc10:13141,1
1280.30324,Staphylococcus aureus strain HICF0807,hc10:13142,2
1280.30325,Staphylococcus aureus strain HICF0798,hc10:13143,1
1280.30326,Staphylococcus aureus strain HICF0806,hc10:13144,2
1280.30327,Staphylococcus aureus strain HICF0797,hc10:13145,1
1280.30330,Staphylococcus aureus strain HICF0794,hc10:14018,1
1280.30331,Staphylococcus aureus strain HICF0796,hc10:18279,1
1280.30333,Staphylococcus aureus strain HICF0820,hc10:18281,1
1280.30334,Staphylococcus aureus strain HICF0819,hc10:18282,1
1280.30335,Staphylococcus aureus strain HICF0821,hc10:14019,1
1280.30336,Staphylococcus aureus strain HICF0817,hc10:14020,1
1280.30337,Staphylococcus aureus strain HICF0816,hc10:18283,1
1280.30338,Staphylococcus aureus strain HICF0814,hc10:18284,1
1280.30339,Staphylococcus aureus strain HICF0810,hc10:13146,1
1280.30341,Staphylococcus aureus strain HICF0813,hc10:13148,1
1280.30342,Staphylococcus aureus strain HICF0815,hc10:13149,1
1280.30343,Staphylococcus aureus strain HICF0809,hc10:13150,1
1280.30344,Staphylococcus aureus strain HICF0828,hc10:13151,1
1280.30345,Staphylococcus aureus strain HICF0831,hc10:13152,1
1280.30346,Staphylococcus aureus strain HICF0824,hc10:13344,1
1280.30348,Staphylococcus aureus strain HICF0829,hc10:13346,1
1280.30350,Staphylococcus aureus strain HICF0823,hc10:13153,1
1280.30351,Staphylococcus aureus strain HICF0822,hc10:13154,1
1280.30352,Staphylococcus aureus strain HICF0833,hc10:13114,2
1280.30354,Staphylococcus aureus strain HICF0832,hc10:13157,1
1280.30356,Staphylococcus aureus strain HICF0845,hc10:13159,1
1280.30358,Staphylococcus aureus strain HICF0844,hc10:13348,1
1280.30359,Staphylococcus aureus strain HICF0846,hc10:13349,1
1280.30360,Staphylococcus aureus strain HICF0834,hc10:13161,1
1280.30361,Staphylococcus aureus strain HICF0841,hc10:13162,1
1280.30364,Staphylococcus aureus strain HICF0840,hc10:13050,4
1280.30366,Staphylococcus aureus strain HICF0858,hc10:13034,5
1280.30369,Staphylococcus aureus strain HICF0856,hc10:13170,1
1280.30371,Staphylococcus aureus strain HICF0851,hc10:13350,1
1280.30372,Staphylococcus aureus strain HICF0855,hc10:13351,1
1280.30373,Staphylococcus aureus strain HICF0849,hc10:13352,1
1280.30374,Staphylococcus aureus strain HICF0848,hc10:13353,1
1280.30376,Staphylococcus aureus strain HICF0860,hc10:13173,1
1280.30377,Staphylococcus aureus strain HICF0862,hc10:13174,1
1280.30378,Staphylococcus aureus strain HICF0863,hc10:13175,1
1280.30379,Staphylococcus aureus strain HICF0861,hc10:13176,1
1280.30381,Staphylococcus aureus strain HICF0865,hc10:13178,1
1280.30382,Staphylococcus aureus strain HICF0866,hc10:13179,1
1280.30384,Staphylococcus aureus strain HICF0868,hc10:13355,1
1280.30385,Staphylococcus aureus strain HICF0869,hc10:13308,3
1280.30387,Staphylococcus aureus strain HICF0854,hc10:13358,1
1280.30390,Staphylococcus aureus strain HICF0884,hc10:13181,1
1280.30391,Staphylococcus aureus strain HICF0885,hc10:13182,1
1280.30393,Staphylococcus aureus strain HICF0878,hc10:18763,1
1280.30394,Staphylococcus aureus strain HICF0874,hc10:18764,1
1280.30395,Staphylococcus aureus strain HICF0871,hc10:18765,1
1280.30397,Staphylococcus aureus strain HICF0875,hc10:18767,2
1280.30398,Staphylococcus aureus strain HICF0872,hc10:18768,1
1280.30401,Staphylococcus aureus strain HICF0891,hc10:18771,1
1280.30402,Staphylococcus aureus strain HICF0898,hc10:18772,1
1280.30403,Staphylococcus aureus strain HICF0896,hc10:18773,1
1280.30404,Staphylococcus aureus strain HICF0897,hc10:18774,1
1280.30406,Staphylococcus aureus strain HICF0890,hc10:18776,1
1280.30407,Staphylococcus aureus strain HICF0892,hc10:18777,1
1280.30408,Staphylococcus aureus strain HICF0887,hc10:18778,1
1280.30409,Staphylococcus aureus strain HICF0893,hc10:18779,1
1280.30410,Staphylococcus aureus strain HICF0905,hc10:13360,1
1280.30411,Staphylococcus aureus strain HICF0906,hc10:13361,1
1280.30412,Staphylococcus aureus strain HICF0904,hc10:18780,1
1280.30413,Staphylococcus aureus strain HICF0910,hc10:18781,1
1280.30414,Staphylococcus aureus strain HICF0908,hc10:18782,1
1280.30415,Staphylococcus aureus strain HICF0909,hc10:18783,1
1280.30417,Staphylococcus aureus strain HICF0915,hc10:13363,1
1280.30418,Staphylococcus aureus strain HICF0913,hc10:13364,1
1280.30419,Staphylococcus aureus strain HICF0916,hc10:18784,1
1280.30420,Staphylococcus aureus strain HICF0903,hc10:18785,1
1280.30422,Staphylococcus aureus strain HICF0919,hc10:14022,1
1280.30424,Staphylococcus aureus strain HICF0927,hc10:18285,1
1280.30425,Staphylococcus aureus strain HICF0925,hc10:18286,1
1280.30426,Staphylococcus aureus strain HICF0926,hc10:18287,1
1280.30429,Staphylococcus aureus strain HICF0923,hc10:13366,1
1280.30430,Staphylococcus aureus strain HICF0917,hc10:13367,1
1280.30432,Staphylococcus aureus strain HICF0941,hc10:18289,1
1280.30433,Staphylococcus aureus strain HICF0939,hc10:18290,1
1280.30435,Staphylococcus aureus strain HICF0940,hc10:18789,1
1280.30436,Staphylococcus aureus strain HICF0935,hc10:18790,1
1280.30437,Staphylococcus aureus strain HICF0932,hc10:18791,1
1280.30438,Staphylococcus aureus strain HICF0936,hc10:18792,1
1280.30440,Staphylococcus aureus strain HICF0930,hc10:18793,1
1280.30442,Staphylococcus aureus strain HICF0931,hc10:13368,1
1280.30444,Staphylococcus aureus strain HICF0945,hc10:18796,1
1280.30445,Staphylococcus aureus strain HICF0950,hc10:18797,1
1280.30446,Staphylococcus aureus strain HICF0944,hc10:14024,1
1280.30448,Staphylococcus aureus strain HICF0955,hc10:18291,1
1280.30449,Staphylococcus aureus strain HICF0957,hc10:18292,1
1280.30450,Staphylococcus aureus strain HICF0954,hc10:18293,1
1280.30452,Staphylococcus aureus strain HICF0953,hc10:18295,1
1280.30453,Staphylococcus aureus strain HICF0943,hc10:18296,1
1280.30455,Staphylococcus aureus strain HICF0947,hc10:14026,1
1280.30456,Staphylococcus aureus strain HICF0946,hc10:14027,1
1280.30457,Staphylococcus aureus strain HICF0949,hc10:18798,1
1280.30476,Staphylococcus aureus strain HICF0510,nogroup:1280.30476,1
1280.30477,Staphylococcus aureus strain HICF0528,nogroup:1280.30477,1
1280.30479,Staphylococcus aureus strain HICF0220,nogroup:1280.30479,1
1280.30480,Staphylococcus aureus strain HICF0221,nogroup:1280.30480,1
1280.3350,Staphylococcus aureus strain NRS100,hc10:20978,1
1280.3359,Staphylococcus aureus strain 2395 USA500,hc10:20979,1
1280.3384,Staphylococcus aureus strain USFL094,hc10:6141,1
1280.39445,Staphylococcus aureus AR-0981,hc10:4809,1
1280.39446,Staphylococcus aureus AR-0978,hc10:4810,1
1280.39447,Staphylococcus aureus AR-0977,hc10:4811,1
1280.39448,Staphylococcus aureus AR-0979,hc10:4812,1
1280.39449,Staphylococcus aureus AR-0982,hc10:4813,2
1280.39451,Staphylococcus aureus AR-0986,hc10:4815,1
1280.39452,Staphylococcus aureus AR-0988,hc10:4816,1
1280.39453,Staphylococcus aureus AR-0989,hc10:4817,1
1280.39454,Staphylococcus aureus AR-0985,hc10:4818,1
1280.39455,Staphylococcus aureus AR-0987,hc10:4819,1
1280.39456,Staphylococcus aureus AR-0990,hc10:4820,1
1280.39457,Staphylococcus aureus AR-0983,hc10:4821,1
1280.39458,Staphylococcus aureus AR-0984,hc10:4822,1
1280.39459,Staphylococcus aureus AR-0992,hc10:4823,3
1280.39462,Staphylococcus aureus AR-0993,hc10:4826,1
1280.39463,Staphylococcus aureus AR-0996,hc10:4827,1
1280.39464,Staphylococcus aureus AR-0999,hc10:4828,1
1280.39465,Staphylococcus aureus AR-0997,hc10:4829,1
1280.39466,Staphylococcus aureus AR-0998,hc10:4830,1
1280.39467,Staphylococcus aureus AR-0995,hc10:4831,1
1280.39468,Staphylococcus aureus AR-1003,hc10:4832,1
1280.39469,Staphylococcus aureus AR-1006,hc10:4833,1
1280.39470,Staphylococcus aureus AR-1004,hc10:4834,1
1280.39471,Staphylococcus aureus AR-1005,hc10:4835,1
1280.39472,Staphylococcus aureus AR-1002,hc10:4836,1
1280.39473,Staphylococcus aureus AR-1001,hc10:4837,1
1280.39474,Staphylococcus aureus AR-1000,hc10:4838,1
1280.39484,Staphylococcus aureus 09 1,hc10:7552,1
1280.39485,Staphylococcus aureus 09 5,hc10:7438,1
1280.39487,Staphylococcus aureus 09 7,hc10:7553,1
1280.39488,Staphylococcus aureus 09 6,hc10:7554,1
1280.39489,Staphylococcus aureus 09 17,hc10:7555,1
1280.39490,Staphylococcus aureus 09 31,hc10:7556,1
1280.39491,Staphylococcus aureus 09 34,hc10:7557,1
1280.39492,Staphylococcus aureus 09 37,hc10:7558,1
1280.39493,Staphylococcus aureus 09 47,hc10:7559,1
1280.39494,Staphylococcus aureus 09 44,hc10:7560,1
1280.39495,Staphylococcus aureus 07 22,hc10:7561,1
1280.39496,Staphylococcus aureus 07 15,hc10:7562,1
1280.39497,Staphylococcus aureus 07 27,hc10:7563,1
1280.39498,Staphylococcus aureus 07 29,hc10:7564,1
1280.39499,Staphylococcus aureus 07 42,hc10:7565,1
1280.39500,Staphylococcus aureus 07 45,hc10:7566,1
1280.39501,Staphylococcus aureus 05 17,hc10:7861,1
1280.39502,Staphylococcus aureus 05 25,hc10:7567,1
1280.39503,Staphylococcus aureus 05 30,hc10:7439,2
1280.39504,Staphylococcus aureus 05 38,hc10:7568,1
1280.39505,Staphylococcus aureus 03 5,hc10:7569,1
1280.39506,Staphylococcus aureus 03 22,hc10:7570,1
1280.39509,Staphylococcus aureus 03 42,hc10:7572,1
1280.39510,Staphylococcus aureus 03 44,hc10:7862,1
1280.39511,Staphylococcus aureus 01 2,hc10:7441,2
1280.39512,Staphylococcus aureus 01 12,hc10:7863,1
1280.39515,Staphylococcus aureus 01 41,hc10:7575,1
1280.39522,Staphylococcus aureus C1386,hc10:7446,1
1280.39523,Staphylococcus aureus C1354,hc10:7447,1
1280.39524,Staphylococcus aureus C1356,hc10:7864,1
1280.39525,Staphylococcus aureus C1378,hc10:7579,1
1280.39526,Staphylococcus aureus C1358,hc10:7448,1
1280.39527,Staphylococcus aureus C1388,hc10:7580,1
1280.39528,Staphylococcus aureus C1390,hc10:7581,1
1280.39529,Staphylococcus aureus C1396,hc10:7449,1
1280.39530,Staphylococcus aureus C1402,hc10:7450,1
1280.39531,Staphylococcus aureus C1407,hc10:7451,1
1280.39533,Staphylococcus aureus C1427,hc10:7453,1
1280.39534,Staphylococcus aureus C1433,hc10:7865,1
1280.39535,Staphylococcus aureus C1423,hc10:7454,1
1280.39536,Staphylococcus aureus C1436,hc10:7455,1
1280.39537,Staphylococcus aureus C1440,hc10:7866,1
1280.39538,Staphylococcus aureus C1476,hc10:7582,1
1280.39539,Staphylococcus aureus C1477,hc10:7456,2
1280.39540,Staphylococcus aureus C1478,hc10:7457,1
1280.39541,Staphylococcus aureus C1481,hc10:7458,1
1280.39542,Staphylococcus aureus C1487,hc10:7459,1
1280.39543,Staphylococcus aureus C1483,hc10:7583,1
1280.39544,Staphylococcus aureus C1489,hc10:7460,1
1280.39545,Staphylococcus aureus C1502,hc10:7584,1
1280.39546,Staphylococcus aureus C1504,hc10:7585,1
1280.39547,Staphylococcus aureus C1507,hc10:7586,1
1280.39548,Staphylococcus aureus C1529,hc10:7587,1
1280.39549,Staphylococcus aureus C1531,hc10:7461,1
1280.39550,Staphylococcus aureus C1533,hc10:7588,1
1280.39552,Staphylococcus aureus C1508,hc10:7590,1
1280.39553,Staphylococcus aureus C1522,hc10:7591,1
1280.39554,Staphylococcus aureus C1509,hc10:7592,1
1280.39555,Staphylococcus aureus C1523,hc10:7593,1
1280.39557,Staphylococcus aureus C1524,hc10:7595,1
1280.39558,Staphylococcus aureus C1525,hc10:7462,1
1280.39559,Staphylococcus aureus C1537,hc10:7463,1
1280.39560,Staphylococcus aureus C1541,hc10:7596,1
1280.39561,Staphylococcus aureus C1542,hc10:7867,1
1280.39562,Staphylococcus aureus C1544,hc10:7597,1
1280.39563,Staphylococcus aureus C1543,hc10:7598,1
1280.39564,Staphylococcus aureus C1545,hc10:7868,1
1280.39565,Staphylococcus aureus C1546,hc10:7464,1
1280.39566,Staphylococcus aureus C1549,hc10:7599,1
1280.39567,Staphylococcus aureus C1563,hc10:7600,1
1280.39569,Staphylococcus aureus C1564,hc10:7869,1
1280.39570,Staphylococcus aureus C1569,hc10:7601,1
1280.39571,Staphylococcus aureus C1580,hc10:7602,1
1280.39572,Staphylococcus aureus C1582,hc10:7603,1
1280.39573,Staphylococcus aureus C1585,hc10:7466,1
1280.39575,Staphylococcus aureus C1587,hc10:7604,1
