genome_id,genome_name,antibiotic,label
1280.30357,Staphylococcus aureus strain HICF0835,erythromycin,Resistant
1280.30357,Staphylococcus aureus strain HICF0835,gentamicin,Susceptible
1280.30357,Staphylococcus aureus strain HICF0835,tetracycline,Susceptible
1280.30359,Staphylococcus aureus strain HICF0846,ciprofloxacin,Resistant
1280.30359,Staphylococcus aureus strain HICF0846,erythromycin,Susceptible
1280.30359,Staphylococcus aureus strain HICF0846,gentamicin,Resistant
1280.30359,Staphylococcus aureus strain HICF0846,tetracycline,Susceptible
1280.30361,Staphylococcus aureus strain HICF0841,ciprofloxacin,Susceptible
1280.30361,Staphylococcus aureus strain HICF0841,erythromycin,Resistant
1280.30361,Staphylococcus aureus strain HICF0841,gentamicin,Susceptible
1280.30361,Staphylococcus aureus strain HICF0841,tetracycline,Susceptible
1280.30364,Staphylococcus aureus strain HICF0840,ciprofloxacin,Resistant
1280.30364,Staphylococcus aureus strain HICF0840,erythromycin,Resistant
1280.30364,Staphylococcus aureus strain HICF0840,gentamicin,Resistant
1280.30364,Staphylococcus aureus strain HICF0840,tetracycline,Susceptible
1280.30365,Staphylococcus aureus strain HICF0838,ciprofloxacin,Resistant
1280.30365,Staphylococcus aureus strain HICF0838,erythromycin,Resistant
1280.30365,Staphylococcus aureus strain HICF0838,gentamicin,Susceptible
1280.30365,Staphylococcus aureus strain HICF0838,tetracycline,Susceptible
1280.30366,Staphylococcus aureus strain HICF0858,ciprofloxacin,Susceptible
1280.30366,Staphylococcus aureus strain HICF0858,erythromycin,Susceptible
1280.30366,Staphylococcus aureus strain HICF0858,gentamicin,Susceptible
1280.30366,Staphylococcus aureus strain HICF0858,tetracycline,Susceptible
1280.30368,Staphylococcus aureus strain HICF0859,erythromycin,Susceptible
1280.30368,Staphylococcus aureus strain HICF0859,gentamicin,Susceptible
1280.30368,Staphylococcus aureus strain HICF0859,tetracycline,Susceptible
1280.30372,Staphylococcus aureus strain HICF0855,ciprofloxacin,Susceptible
1280.30372,Staphylococcus aureus strain HICF0855,erythromycin,Resistant
1280.30372,Staphylococcus aureus strain HICF0855,gentamicin,Resistant
1280.30372,Staphylococcus aureus strain HICF0855,tetracycline,Resistant
1280.30389,Staphylococcus aureus strain HICF0886,ciprofloxacin,Resistant
1280.30389,Staphylococcus aureus strain HICF0886,erythromycin,Resistant
1280.30389,Staphylococcus aureus strain HICF0886,gentamicin,Susceptible
1280.30389,Staphylococcus aureus strain HICF0886,tetracycline,Resistant
1280.30398,Staphylococcus aureus strain HICF0872,ciprofloxacin,Resistant
1280.30398,Staphylococcus aureus strain HICF0872,erythromycin,Susceptible
1280.30398,Staphylococcus aureus strain HICF0872,gentamicin,Susceptible
1280.30398,Staphylococcus aureus strain HICF0872,tetracycline,Susceptible
1280.30401,Staphylococcus aureus strain HICF0891,ciprofloxacin,Resistant
1280.30401,Staphylococcus aureus strain HICF0891,erythromycin,Resistant
1280.30401,Staphylococcus aureus strain HICF0891,gentamicin,Susceptible
1280.30401,Staphylococcus aureus strain HICF0891,tetracycline,Susceptible
1280.30402,Staphylococcus aureus strain HICF0898,ciprofloxacin,Susceptible
1280.30402,Staphylococcus aureus strain HICF0898,erythromycin,Susceptible
1280.30402,Staphylococcus aureus strain HICF0898,gentamicin,Resistant
1280.30402,Staphylococcus aureus strain HICF0898,tetracycline,Resistant
1280.30403,Staphylococcus aureus strain HICF0896,ciprofloxacin,Resistant
1280.30403,Staphylococcus aureus strain HICF0896,erythromycin,Resistant
1280.30403,Staphylococcus aureus strain HICF0896,gentamicin,Susceptible
1280.30403,Staphylococcus aureus strain HICF0896,tetracycline,Susceptible
1280.30405,Staphylococcus aureus strain HICF0902,ciprofloxacin,Susceptible
1280.30405,Staphylococcus aureus strain HICF0902,erythromycin,Susceptible
1280.30405,Staphylococcus aureus strain HICF0902,gentamicin,Susceptible
1280.30405,Staphylococcus aureus strain HICF0902,tetracycline,Susceptible
1280.30406,Staphylococcus aureus strain HICF0890,ciprofloxacin,Resistant
1280.30406,Staphylococcus aureus strain HICF0890,erythromycin,Resistant
1280.30406,Staphylococcus aureus strain HICF0890,gentamicin,Susceptible
1280.30406,Staphylococcus aureus strain HICF0890,tetracycline,Resistant
1280.30408,Staphylococcus aureus strain HICF0887,ciprofloxacin,Susceptible
1280.30408,Staphylococcus aureus strain HICF0887,erythromycin,Resistant
1280.30408,Staphylococcus aureus strain HICF0887,gentamicin,Susceptible
1280.30408,Staphylococcus aureus strain HICF0887,tetracycline,Resistant
1280.30410,Staphylococcus aureus strain HICF0905,ciprofloxacin,Susceptible
1280.30410,Staphylococcus aureus strain HICF0905,erythromycin,Susceptible
1280.30410,Staphylococcus aureus strain HICF0905,gentamicin,Susceptible
1280.30410,Staphylococcus aureus strain HICF0905,tetracycline,Resistant
1280.30411,Staphylococcus aureus strain HICF0906,ciprofloxacin,Susceptible
1280.30411,Staphylococcus aureus strain HICF0906,erythromycin,Susceptible
1280.30411,Staphylococcus aureus strain HICF0906,gentamicin,Susceptible
1280.30411,Staphylococcus aureus strain HICF0906,tetracycline,Susceptible
1280.30412,Staphylococcus aureus strain HICF0904,ciprofloxacin,Resistant
1280.30412,Staphylococcus aureus strain HICF0904,erythromycin,Resistant
1280.30412,Staphylococcus aureus strain HICF0904,gentamicin,Resistant
1280.30412,Staphylococcus aureus strain HICF0904,tetracycline,Susceptible
1280.30416,Staphylococcus aureus strain HICF0912,ciprofloxacin,Resistant
1280.30416,Staphylococcus aureus strain HICF0912,erythromycin,Resistant
1280.30416,Staphylococcus aureus strain HICF0912,gentamicin,Susceptible
1280.30416,Staphylococcus aureus strain HICF0912,tetracycline,Susceptible
1280.30418,Staphylococcus aureus strain HICF0913,ciprofloxacin,Resistant
1280.30418,Staphylococcus aureus strain HICF0913,erythromycin,Susceptible
1280.30418,Staphylococcus aureus strain HICF0913,gentamicin,Susceptible
1280.30418,Staphylococcus aureus strain HICF0913,tetracycline,Susceptible
1280.30419,Staphylococcus aureus strain HICF0916,ciprofloxacin,Susceptible
1280.30419,Staphylococcus aureus strain HICF0916,erythromycin,Susceptible
1280.30419,Staphylococcus aureus strain HICF0916,gentamicin,Resistant
1280.30419,Staphylococcus aureus strain HICF0916,tetracycline,Resistant
1280.30422,Staphylococcus aureus strain HICF0919,ciprofloxacin,Susceptible
1280.30422,Staphylococcus aureus strain HICF0919,erythromycin,Resistant
1280.30422,Staphylococcus aureus strain HICF0919,gentamicin,Susceptible
1280.30422,Staphylococcus aureus strain HICF0919,tetracycline,Susceptible
1280.30424,Staphylococcus aureus strain HICF0927,ciprofloxacin,Resistant
1280.30424,Staphylococcus aureus strain HICF0927,erythromycin,Resistant
1280.30424,Staphylococcus aureus strain HICF0927,gentamicin,Susceptible
1280.30424,Staphylococcus aureus strain HICF0927,tetracycline,Susceptible
1280.30425,Staphylococcus aureus strain HICF0925,ciprofloxacin,Susceptible
1280.30425,Staphylococcus aureus strain HICF0925,erythromycin,Resistant
1280.30425,Staphylococcus aureus strain HICF0925,gentamicin,Susceptible
1280.30425,Staphylococcus aureus strain HICF0925,tetracycline,Susceptible
1280.30427,Staphylococcus aureus strain HICF0924,ciprofloxacin,Resistant
1280.30427,Staphylococcus aureus strain HICF0924,erythromycin,Resistant
1280.30427,Staphylococcus aureus strain HICF0924,gentamicin,Susceptible
1280.30427,Staphylococcus aureus strain HICF0924,tetracycline,Susceptible
1280.30430,Staphylococcus aureus strain HICF0917,ciprofloxacin,Resistant
1280.30430,Staphylococcus aureus strain HICF0917,erythromycin,Resistant
1280.30430,Staphylococcus aureus strain HICF0917,gentamicin,Resistant
1280.30430,Staphylococcus aureus strain HICF0917,tetracycline,Resistant
1280.30436,Staphylococcus aureus strain HICF0935,ciprofloxacin,Susceptible
1280.30436,Staphylococcus aureus strain HICF0935,erythromycin,Susceptible
1280.30436,Staphylococcus aureus strain HICF0935,gentamicin,Susceptible
1280.30436,Staphylococcus aureus strain HICF0935,tetracycline,Susceptible
1280.30438,Staphylococcus aureus strain HICF0936,ciprofloxacin,Susceptible
1280.30438,Staphylococcus aureus strain HICF0936,erythromycin,Resistant
1280.30438,Staphylococcus aureus strain HICF0936,gentamicin,Susceptible
1280.30438,Staphylococcus aureus strain HICF0936,tetracycline,Resistant
1280.30440,Staphylococcus aureus strain HICF0930,ciprofloxacin,Susceptible
1280.30440,Staphylococcus aureus strain HICF0930,erythromycin,Resistant
1280.30440,Staphylococcus aureus strain HICF0930,gentamicin,Susceptible
1280.30440,Staphylococcus aureus strain HICF0930,tetracycline,Susceptible
1280.30441,Staphylococcus aureus strain HICF0929,ciprofloxacin,Resistant
1280.30441,Staphylococcus aureus strain HICF0929,erythromycin,Susceptible
1280.30441,Staphylococcus aureus strain HICF0929,gentamicin,Susceptible
1280.30441,Staphylococcus aureus strain HICF0929,tetracycline,Susceptible
1280.30443,Staphylococcus aureus strain HICF0951,ciprofloxacin,Resistant
1280.30443,Staphylococcus aureus strain HICF0951,erythromycin,Resistant
1280.30443,Staphylococcus aureus strain HICF0951,gentamicin,Susceptible
1280.30443,Staphylococcus aureus strain HICF0951,tetracycline,Resistant
1280.30446,Staphylococcus aureus strain HICF0944,ciprofloxacin,Resistant
1280.30446,Staphylococcus aureus strain HICF0944,erythromycin,Susceptible
1280.30446,Staphylococcus aureus strain HICF0944,gentamicin,Susceptible
1280.30446,Staphylococcus aureus strain HICF0944,tetracycline,Susceptible
1280.30449,Staphylococcus aureus strain HICF0957,ciprofloxacin,Resistant
1280.30449,Staphylococcus aureus strain HICF0957,erythromycin,Resistant
1280.30449,Staphylococcus aureus strain HICF0957,gentamicin,Susceptible
1280.30449,Staphylococcus aureus strain HICF0957,tetracycline,Susceptible
1280.30477,Staphylococcus aureus strain HICF0528,ciprofloxacin,Resistant
1280.30477,Staphylococcus aureus strain HICF0528,erythromycin,Resistant
1280.30477,Staphylococcus aureus strain HICF0528,gentamicin,Resistant
1280.30477,Staphylococcus aureus strain HICF0528,tetracycline,Susceptible
1280.30479,Staphylococcus aureus strain HICF0220,ciprofloxacin,Resistant
1280.30479,Staphylococcus aureus strain HICF0220,erythromycin,Susceptible
1280.30479,Staphylococcus aureus strain HICF0220,gentamicin,Susceptible
1280.30479,Staphylococcus aureus strain HICF0220,tetracycline,Susceptible
1280.3350,Staphylococcus aureus strain NRS100,ciprofloxacin,Susceptible
1280.3350,Staphylococcus aureus strain NRS100,clindamycin,Susceptible
1280.3350,Staphylococcus aureus strain NRS100,erythromycin,Susceptible
1280.3350,Staphylococcus aureus strain NRS100,gentamicin,Susceptible
1280.3350,Staphylococcus aureus strain NRS100,tetracycline,Resistant
1280.39492,Staphylococcus aureus 09 37,ciprofloxacin,Resistant
1280.39527,Staphylococcus aureus C1388,ciprofloxacin,Resistant
1280.39528,Staphylococcus aureus C1390,ciprofloxacin,Resistant
1280.39536,Staphylococcus aureus C1436,ciprofloxacin,Resistant
1280.39538,Staphylococcus aureus C1476,ciprofloxacin,Resistant
1280.39541,Staphylococcus aureus C1481,ciprofloxacin,Susceptible
1280.39552,Staphylococcus aureus C1508,ciprofloxacin,Resistant
1280.39564,Staphylococcus aureus C1545,ciprofloxacin,Resistant
1280.39569,Staphylococcus aureus C1564,ciprofloxacin,Resistant
1280.39582,Staphylococcus aureus C1611,ciprofloxacin,Susceptible
1280.39584,Staphylococcus aureus C1755,ciprofloxacin,Resistant
1280.39604,Staphylococcus aureus C1907,ciprofloxacin,Resistant
1280.39610,Staphylococcus aureus C1989,ciprofloxacin,Resistant
1280.39618,Staphylococcus aureus C2057,ciprofloxacin,Resistant
1280.39627,Staphylococcus aureus C2073,ciprofloxacin,Susceptible
1280.39634,Staphylococcus aureus C2168,ciprofloxacin,Resistant
1280.39637,Staphylococcus aureus C2196,ciprofloxacin,Resistant
1280.39646,Staphylococcus aureus C2305,ciprofloxacin,Resistant
1280.39651,Staphylococcus aureus C2377,ciprofloxacin,Susceptible
1280.39683,Staphylococcus aureus 1130,ciprofloxacin,Resistant
1280.39688,Staphylococcus aureus 1134,ciprofloxacin,Susceptible
1280.39695,Staphylococcus aureus 1149,ciprofloxacin,Susceptible
1280.39697,Staphylococcus aureus 1151,ciprofloxacin,Susceptible
1280.39707,Staphylococcus aureus 03-16593,ciprofloxacin,Resistant
1280.39731,Staphylococcus aureus C1MRSA9-040,ciprofloxacin,Resistant
1280.39741,Staphylococcus aureus 3261A,ciprofloxacin,Resistant
1280.39750,Staphylococcus aureus 7702,ciprofloxacin,Resistant
1280.39758,Staphylococcus aureus 7372,ciprofloxacin,Resistant
1280.39767,Staphylococcus aureus 7252,ciprofloxacin,Resistant
1280.39769,Staphylococcus aureus 7241,ciprofloxacin,Susceptible
1280.39773,Staphylococcus aureus 5902,ciprofloxacin,Resistant
1280.39796,Staphylococcus aureus 30893,ciprofloxacin,Resistant
1280.39811,Staphylococcus aureus 4069,ciprofloxacin,Susceptible
1280.39812,Staphylococcus aureus 23857,ciprofloxacin,Susceptible
1280.39813,Staphylococcus aureus 23876,ciprofloxacin,Susceptible
1280.39815,Staphylococcus aureus 23868,ciprofloxacin,Susceptible
1280.39820,Staphylococcus aureus 4117,ciprofloxacin,Resistant
1280.4916,Staphylococcus aureus P210062,clindamycin,Susceptible
1280.4916,Staphylococcus aureus P210062,erythromycin,Resistant
1280.4916,Staphylococcus aureus P210062,gentamicin,Susceptible
1280.4924,Staphylococcus aureus P210128-38,clindamycin,Susceptible
1280.4924,Staphylococcus aureus P210128-38,erythromycin,Susceptible
1280.4924,Staphylococcus aureus P210128-38,gentamicin,Susceptible
1280.4926,Staphylococcus aureus P210146-40,clindamycin,Susceptible
1280.4926,Staphylococcus aureus P210146-40,erythromycin,Susceptible
1280.4926,Staphylococcus aureus P210146-40,gentamicin,Susceptible
1280.4930,Staphylococcus aureus P210184-226,clindamycin,Susceptible
1280.4930,Staphylococcus aureus P210184-226,erythromycin,Resistant
1280.4930,Staphylococcus aureus P210184-226,gentamicin,Susceptible
1280.4931,Staphylococcus aureus P210213-110,clindamycin,Susceptible
1280.4931,Staphylococcus aureus P210213-110,erythromycin,Resistant
1280.4931,Staphylococcus aureus P210213-110,gentamicin,Susceptible
1280.4932,Staphylococcus aureus P210266-128,clindamycin,Susceptible
1280.4932,Staphylococcus aureus P210266-128,erythromycin,Susceptible
1280.4932,Staphylococcus aureus P210266-128,gentamicin,Susceptible
1280.4934,Staphylococcus aureus P210291-117,clindamycin,Susceptible
1280.4934,Staphylococcus aureus P210291-117,erythromycin,Susceptible
1280.4934,Staphylococcus aureus P210291-117,gentamicin,Susceptible
1280.4935,Staphylococcus aureus P210309-122,clindamycin,Susceptible
1280.4935,Staphylococcus aureus P210309-122,erythromycin,Susceptible
1280.4935,Staphylococcus aureus P210309-122,gentamicin,Susceptible
1280.4940,Staphylococcus aureus P210369-10,clindamycin,Resistant
1280.4940,Staphylococcus aureus P210369-10,erythromycin,Resistant
1280.4940,Staphylococcus aureus P210369-10,gentamicin,Susceptible
1280.4944,Staphylococcus aureus P210392-13,clindamycin,Susceptible
1280.4944,Staphylococcus aureus P210392-13,erythromycin,Resistant
1280.4944,Staphylococcus aureus P210392-13,gentamicin,Susceptible
1280.4955,Staphylococcus aureus P210439-44,clindamycin,Susceptible
1280.4955,Staphylococcus aureus P210439-44,erythromycin,Resistant
1280.4955,Staphylococcus aureus P210439-44,gentamicin,Susceptible
1280.4971,Staphylococcus aureus P310445-224,clindamycin,Resistant
1280.4971,Staphylococcus aureus P310445-224,erythromycin,Resistant
1280.4971,Staphylococcus aureus P310445-224,gentamicin,Susceptible
1280.4977,Staphylococcus aureus P310672-199,clindamycin,Susceptible
1280.4977,Staphylococcus aureus P310672-199,erythromycin,Resistant
1280.4977,Staphylococcus aureus P310672-199,gentamicin,Susceptible
1280.4979,Staphylococcus aureus P310839-206,clindamycin,Resistant
1280.4979,Staphylococcus aureus P310839-206,erythromycin,Resistant
1280.4979,Staphylococcus aureus P310839-206,gentamicin,Susceptible
1280.4990,Staphylococcus aureus P311202-207,clindamycin,Susceptible
1280.4990,Staphylococcus aureus P311202-207,erythromycin,Resistant
1280.4990,Staphylococcus aureus P311202-207,gentamicin,Susceptible
1280.51739,Staphylococcus aureus 14-00160,ciprofloxacin,Resistant
1280.51739,Staphylococcus aureus 14-00160,clindamycin,Susceptible
1280.51739,Staphylococcus aureus 14-00160,erythromycin,Susceptible
1280.51739,Staphylococcus aureus 14-00160,gentamicin,Susceptible
1280.51739,Staphylococcus aureus 14-00160,tetracycline,Susceptible
1280.51741,Staphylococcus aureus 13-02671,ciprofloxacin,Resistant
1280.51741,Staphylococcus aureus 13-02671,clindamycin,Susceptible
1280.51741,Staphylococcus aureus 13-02671,erythromycin,Susceptible
1280.51741,Staphylococcus aureus 13-02671,gentamicin,Susceptible
1280.51741,Staphylococcus aureus 13-02671,tetracycline,Susceptible
1280.51742,Staphylococcus aureus 14-02510,ciprofloxacin,Resistant
1280.51742,Staphylococcus aureus 14-02510,clindamycin,Susceptible
1280.51742,Staphylococcus aureus 14-02510,erythromycin,Susceptible
1280.51742,Staphylococcus aureus 14-02510,gentamicin,Susceptible
1280.51742,Staphylococcus aureus 14-02510,tetracycline,Susceptible
1280.51743,Staphylococcus aureus 15-00711,ciprofloxacin,Susceptible
1280.51743,Staphylococcus aureus 15-00711,clindamycin,Susceptible
1280.51743,Staphylococcus aureus 15-00711,erythromycin,Susceptible
1280.51743,Staphylococcus aureus 15-00711,gentamicin,Susceptible
1280.51743,Staphylococcus aureus 15-00711,tetracycline,Susceptible
1280.51744,Staphylococcus aureus 14-02912,ciprofloxacin,Susceptible
1280.51744,Staphylococcus aureus 14-02912,clindamycin,Susceptible
1280.51744,Staphylococcus aureus 14-02912,erythromycin,Susceptible
1280.51744,Staphylococcus aureus 14-02912,gentamicin,Susceptible
1280.51744,Staphylococcus aureus 14-02912,tetracycline,Susceptible
1280.51745,Staphylococcus aureus 15-00531,ciprofloxacin,Susceptible
1280.51745,Staphylococcus aureus 15-00531,clindamycin,Susceptible
1280.51745,Staphylococcus aureus 15-00531,erythromycin,Susceptible
1280.51745,Staphylococcus aureus 15-00531,gentamicin,Susceptible
1280.51745,Staphylococcus aureus 15-00531,tetracycline,Susceptible
1280.51746,Staphylococcus aureus 15-02439,ciprofloxacin,Susceptible
1280.51746,Staphylococcus aureus 15-02439,clindamycin,Susceptible
1280.51746,Staphylococcus aureus 15-02439,erythromycin,Susceptible
1280.51746,Staphylococcus aureus 15-02439,gentamicin,Susceptible
1280.51746,Staphylococcus aureus 15-02439,tetracycline,Susceptible
1280.51747,Staphylococcus aureus 15-00387,ciprofloxacin,Susceptible
1280.51747,Staphylococcus aureus 15-00387,clindamycin,Susceptible
1280.51747,Staphylococcus aureus 15-00387,erythromycin,Susceptible
1280.51747,Staphylococcus aureus 15-00387,gentamicin,Susceptible
1280.51747,Staphylococcus aureus 15-00387,tetracycline,Susceptible
1280.51748,Staphylococcus aureus 14-02720,ciprofloxacin,Resistant
1280.51748,Staphylococcus aureus 14-02720,clindamycin,Resistant
1280.51748,Staphylococcus aureus 14-02720,erythromycin,Resistant
1280.51748,Staphylococcus aureus 14-02720,gentamicin,Resistant
1280.51748,Staphylococcus aureus 14-02720,tetracycline,Susceptible
1280.51749,Staphylococcus aureus 15-00345,ciprofloxacin,Resistant
1280.51749,Staphylococcus aureus 15-00345,clindamycin,Susceptible
1280.51749,Staphylococcus aureus 15-00345,erythromycin,Susceptible
1280.51749,Staphylococcus aureus 15-00345,gentamicin,Susceptible
1280.51749,Staphylococcus aureus 15-00345,tetracycline,Susceptible
1280.51750,Staphylococcus aureus 12-00046,ciprofloxacin,Susceptible
1280.51750,Staphylococcus aureus 12-00046,clindamycin,Resistant
1280.51750,Staphylococcus aureus 12-00046,erythromycin,Resistant
1280.51750,Staphylococcus aureus 12-00046,gentamicin,Susceptible
1280.51750,Staphylococcus aureus 12-00046,tetracycline,Susceptible
1280.51751,Staphylococcus aureus 15-01414,ciprofloxacin,Susceptible
1280.51751,Staphylococcus aureus 15-01414,clindamycin,Susceptible
1280.51751,Staphylococcus aureus 15-01414,erythromycin,Susceptible
1280.51751,Staphylococcus aureus 15-01414,gentamicin,Susceptible
1280.51751,Staphylococcus aureus 15-01414,tetracycline,Susceptible
1280.51752,Staphylococcus aureus 13-02338,ciprofloxacin,Susceptible
1280.51752,Staphylococcus aureus 13-02338,clindamycin,Susceptible
1280.51752,Staphylococcus aureus 13-02338,erythromycin,Resistant
1280.51752,Staphylococcus aureus 13-02338,gentamicin,Susceptible
1280.51752,Staphylococcus aureus 13-02338,tetracycline,Susceptible
1280.51753,Staphylococcus aureus 15-00382,ciprofloxacin,Susceptible
1280.51753,Staphylococcus aureus 15-00382,clindamycin,Susceptible
1280.51753,Staphylococcus aureus 15-00382,erythromycin,Susceptible
1280.51753,Staphylococcus aureus 15-00382,gentamicin,Susceptible
1280.51753,Staphylococcus aureus 15-00382,tetracycline,Susceptible
1280.51754,Staphylococcus aureus 13-01337,ciprofloxacin,Susceptible
1280.51754,Staphylococcus aureus 13-01337,clindamycin,Susceptible
1280.51754,Staphylococcus aureus 13-01337,erythromycin,Susceptible
1280.51754,Staphylococcus aureus 13-01337,gentamicin,Susceptible
1280.51754,Staphylococcus aureus 13-01337,tetracycline,Susceptible
1280.51761,Staphylococcus aureus 14-00482,ciprofloxacin,Susceptible
1280.51761,Staphylococcus aureus 14-00482,clindamycin,Susceptible
1280.51761,Staphylococcus aureus 14-00482,erythromycin,Susceptible
1280.51761,Staphylococcus aureus 14-00482,gentamicin,Susceptible
1280.51761,Staphylococcus aureus 14-00482,tetracycline,Susceptible
1280.51763,Staphylococcus aureus 12-03280,ciprofloxacin,Susceptible
1280.51763,Staphylococcus aureus 12-03280,clindamycin,Susceptible
1280.51763,Staphylococcus aureus 12-03280,erythromycin,Susceptible
1280.51763,Staphylococcus aureus 12-03280,gentamicin,Susceptible
1280.51763,Staphylococcus aureus 12-03280,tetracycline,Susceptible
1280.51764,Staphylococcus aureus 13-00896,ciprofloxacin,Resistant
1280.51764,Staphylococcus aureus 13-00896,clindamycin,Susceptible
1280.51764,Staphylococcus aureus 13-00896,erythromycin,Susceptible
1280.51764,Staphylococcus aureus 13-00896,gentamicin,Susceptible
1280.51764,Staphylococcus aureus 13-00896,tetracycline,Susceptible
1280.51766,Staphylococcus aureus 14-03706,ciprofloxacin,Susceptible
1280.51766,Staphylococcus aureus 14-03706,clindamycin,Susceptible
1280.51766,Staphylococcus aureus 14-03706,erythromycin,Susceptible
1280.51766,Staphylococcus aureus 14-03706,gentamicin,Susceptible
1280.51766,Staphylococcus aureus 14-03706,tetracycline,Susceptible
1280.51767,Staphylococcus aureus 15-01873,ciprofloxacin,Susceptible
1280.51767,Staphylococcus aureus 15-01873,clindamycin,Susceptible
1280.51767,Staphylococcus aureus 15-01873,erythromycin,Resistant
1280.51767,Staphylococcus aureus 15-01873,gentamicin,Susceptible
1280.51767,Staphylococcus aureus 15-01873,tetracycline,Susceptible
1280.51768,Staphylococcus aureus 14-02943,ciprofloxacin,Susceptible
1280.51768,Staphylococcus aureus 14-02943,clindamycin,Susceptible
1280.51768,Staphylococcus aureus 14-02943,erythromycin,Resistant
1280.51768,Staphylococcus aureus 14-02943,gentamicin,Susceptible
1280.51768,Staphylococcus aureus 14-02943,tetracycline,Susceptible
1280.51769,Staphylococcus aureus 14-01705,ciprofloxacin,Susceptible
1280.51769,Staphylococcus aureus 14-01705,clindamycin,Susceptible
1280.51769,Staphylococcus aureus 14-01705,erythromycin,Resistant
1280.51769,Staphylococcus aureus 14-01705,gentamicin,Susceptible
1280.51769,Staphylococcus aureus 14-01705,tetracycline,Susceptible
1280.51770,Staphylococcus aureus 14-02100,ciprofloxacin,Susceptible
1280.51770,Staphylococcus aureus 14-02100,clindamycin,Susceptible
1280.51770,Staphylococcus aureus 14-02100,erythromycin,Susceptible
1280.51770,Staphylococcus aureus 14-02100,gentamicin,Susceptible
1280.51770,Staphylococcus aureus 14-02100,tetracycline,Susceptible
1280.51771,Staphylococcus aureus 15-01202,ciprofloxacin,Susceptible
1280.51771,Staphylococcus aureus 15-01202,clindamycin,Susceptible
1280.51771,Staphylococcus aureus 15-01202,erythromycin,Resistant
1280.51771,Staphylococcus aureus 15-01202,gentamicin,Susceptible
1280.51771,Staphylococcus aureus 15-01202,tetracycline,Susceptible
1280.51772,Staphylococcus aureus 15-00752,ciprofloxacin,Susceptible
1280.51772,Staphylococcus aureus 15-00752,clindamycin,Susceptible
1280.51772,Staphylococcus aureus 15-00752,erythromycin,Susceptible
1280.51772,Staphylococcus aureus 15-00752,gentamicin,Susceptible
1280.51772,Staphylococcus aureus 15-00752,tetracycline,Susceptible
1280.51773,Staphylococcus aureus 13-00983,ciprofloxacin,Susceptible
1280.51773,Staphylococcus aureus 13-00983,clindamycin,Susceptible
1280.51773,Staphylococcus aureus 13-00983,erythromycin,Resistant
1280.51773,Staphylococcus aureus 13-00983,gentamicin,Susceptible
1280.51773,Staphylococcus aureus 13-00983,tetracycline,Susceptible
1280.51774,Staphylococcus aureus 11-03330,ciprofloxacin,Resistant
1280.51774,Staphylococcus aureus 11-03330,clindamycin,Resistant
1280.51774,Staphylococcus aureus 11-03330,erythromycin,Resistant
1280.51774,Staphylococcus aureus 11-03330,gentamicin,Resistant
1280.51774,Staphylococcus aureus 11-03330,tetracycline,Susceptible
1280.51775,Staphylococcus aureus 13-03385,ciprofloxacin,Susceptible
1280.51775,Staphylococcus aureus 13-03385,clindamycin,Resistant
1280.51775,Staphylococcus aureus 13-03385,erythromycin,Resistant
1280.51775,Staphylococcus aureus 13-03385,gentamicin,Susceptible
1280.51775,Staphylococcus aureus 13-03385,tetracycline,Susceptible
1280.51776,Staphylococcus aureus 14-00561,ciprofloxacin,Resistant
1280.51776,Staphylococcus aureus 14-00561,clindamycin,Resistant
1280.51776,Staphylococcus aureus 14-00561,erythromycin,Resistant
1280.51776,Staphylococcus aureus 14-00561,gentamicin,Susceptible
1280.51776,Staphylococcus aureus 14-00561,tetracycline,Susceptible
1280.51777,Staphylococcus aureus 14-03170,ciprofloxacin,Susceptible
1280.51777,Staphylococcus aureus 14-03170,clindamycin,Susceptible
1280.51777,Staphylococcus aureus 14-03170,erythromycin,Susceptible
1280.51777,Staphylococcus aureus 14-03170,gentamicin,Susceptible
1280.51777,Staphylococcus aureus 14-03170,tetracycline,Susceptible
1280.51778,Staphylococcus aureus 15-00702,ciprofloxacin,Resistant
1280.51778,Staphylococcus aureus 15-00702,clindamycin,Susceptible
1280.51778,Staphylococcus aureus 15-00702,erythromycin,Resistant
1280.51778,Staphylococcus aureus 15-00702,gentamicin,Susceptible
1280.51778,Staphylococcus aureus 15-00702,tetracycline,Susceptible
1280.51779,Staphylococcus aureus 14-00753,ciprofloxacin,Susceptible
1280.51779,Staphylococcus aureus 14-00753,clindamycin,Susceptible
1280.51779,Staphylococcus aureus 14-00753,erythromycin,Resistant
1280.51779,Staphylococcus aureus 14-00753,gentamicin,Resistant
1280.51779,Staphylococcus aureus 14-00753,tetracycline,Susceptible
1280.51780,Staphylococcus aureus 11-01226,ciprofloxacin,Susceptible
1280.51780,Staphylococcus aureus 11-01226,clindamycin,Susceptible
1280.51780,Staphylococcus aureus 11-01226,erythromycin,Resistant
1280.51780,Staphylococcus aureus 11-01226,gentamicin,Resistant
1280.51780,Staphylococcus aureus 11-01226,tetracycline,Resistant
1280.51784,Staphylococcus aureus 16-03048,ciprofloxacin,Resistant
1280.51784,Staphylococcus aureus 16-03048,clindamycin,Susceptible
1280.51784,Staphylococcus aureus 16-03048,erythromycin,Susceptible
1280.51784,Staphylococcus aureus 16-03048,gentamicin,Susceptible
1280.51784,Staphylococcus aureus 16-03048,tetracycline,Susceptible
