genome_id,genome_name,antibiotic,drug_class,final_label,n_lab_records,pubmed_ids,laboratory_typing_method,testing_standard
1280.30051,Staphylococcus aureus strain HICF0481,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30052,Staphylococcus aureus strain HICF0479,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30053,Staphylococcus aureus strain HICF0478,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30054,Staphylococcus aureus strain HICF0480,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30055,Staphylococcus aureus strain HICF0477,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30057,Staphylococcus aureus strain HICF0485,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30058,Staphylococcus aureus strain HICF0503,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30059,Staphylococcus aureus strain HICF0504,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30060,Staphylococcus aureus strain HICF0498,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30061,Staphylococcus aureus strain HICF0499,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30062,Staphylococcus aureus strain HICF0497,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30064,Staphylococcus aureus strain HICF0502,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30065,Staphylococcus aureus strain HICF0493,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30066,Staphylococcus aureus strain HICF0495,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30067,Staphylococcus aureus strain HICF0496,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30068,Staphylococcus aureus strain HICF0492,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30069,Staphylococcus aureus strain HICF0512,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30070,Staphylococcus aureus strain HICF0511,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30071,Staphylococcus aureus strain HICF0509,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30072,Staphylococcus aureus strain HICF0513,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30074,Staphylococcus aureus strain HICF0514,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30075,Staphylococcus aureus strain HICF0516,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30076,Staphylococcus aureus strain HICF0515,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30078,Staphylococcus aureus strain HICF0507,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30079,Staphylococcus aureus strain HICF0506,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30081,Staphylococcus aureus strain HICF0525,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30082,Staphylococcus aureus strain HICF0524,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30083,Staphylococcus aureus strain HICF0526,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30084,Staphylococcus aureus strain HICF0527,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30085,Staphylococcus aureus strain HICF0522,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30086,Staphylococcus aureus strain HICF0523,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30087,Staphylococcus aureus strain HICF0519,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30088,Staphylococcus aureus strain HICF0518,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30089,Staphylococcus aureus strain HICF0520,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30090,Staphylococcus aureus strain HICF0521,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30091,Staphylococcus aureus strain HICF0530,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30094,Staphylococcus aureus strain HICF0539,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30095,Staphylococcus aureus strain HICF0535,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30096,Staphylococcus aureus strain HICF0538,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30097,Staphylococcus aureus strain HICF0537,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30098,Staphylococcus aureus strain HICF0536,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30099,Staphylococcus aureus strain HICF0532,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30100,Staphylococcus aureus strain HICF0533,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30101,Staphylococcus aureus strain HICF0534,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30102,Staphylococcus aureus strain HICF0540,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30103,Staphylococcus aureus strain HICF0549,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30104,Staphylococcus aureus strain HICF0552,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30105,Staphylococcus aureus strain HICF0553,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30106,Staphylococcus aureus strain HICF0551,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30107,Staphylococcus aureus strain HICF0541,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30108,Staphylococcus aureus strain HICF0542,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30109,Staphylococcus aureus strain HICF0548,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30110,Staphylococcus aureus strain HICF0545,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30111,Staphylococcus aureus strain HICF0547,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30112,Staphylococcus aureus strain HICF0544,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30113,Staphylococcus aureus strain HICF0560,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30114,Staphylococcus aureus strain HICF0567,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30115,Staphylococcus aureus strain HICF0564,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30116,Staphylococcus aureus strain HICF0558,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30117,Staphylococcus aureus strain HICF0559,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30118,Staphylococcus aureus strain HICF0561,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30119,Staphylococcus aureus strain HICF0557,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30120,Staphylococcus aureus strain HICF0555,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30121,Staphylococcus aureus strain HICF0556,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30124,Staphylococcus aureus strain HICF0572,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30126,Staphylococcus aureus strain HICF0574,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30127,Staphylococcus aureus strain HICF0568,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30128,Staphylococcus aureus strain HICF0569,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30129,Staphylococcus aureus strain HICF0565,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30130,Staphylococcus aureus strain HICF0576,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30131,Staphylococcus aureus strain HICF0575,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30132,Staphylococcus aureus strain HICF0578,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30133,Staphylococcus aureus strain HICF0577,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30134,Staphylococcus aureus strain HICF0580,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30135,Staphylococcus aureus strain HICF0590,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30136,Staphylococcus aureus strain HICF0589,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30137,Staphylococcus aureus strain HICF0588,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30138,Staphylococcus aureus strain HICF0585,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30139,Staphylococcus aureus strain HICF0587,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30141,Staphylococcus aureus strain HICF0591,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30142,Staphylococcus aureus strain HICF0583,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30143,Staphylococcus aureus strain HICF0582,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30144,Staphylococcus aureus strain HICF0601,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30145,Staphylococcus aureus strain HICF0602,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30146,Staphylococcus aureus strain HICF0599,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30147,Staphylococcus aureus strain HICF0598,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30149,Staphylococcus aureus strain HICF0596,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30150,Staphylococcus aureus strain HICF0595,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30151,Staphylococcus aureus strain HICF0603,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30152,Staphylococcus aureus strain HICF0605,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30153,Staphylococcus aureus strain HICF0604,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30154,Staphylococcus aureus strain HICF0594,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30156,Staphylococcus aureus strain HICF0584,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30157,Staphylococcus aureus strain HICF0612,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30158,Staphylococcus aureus strain HICF0614,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30159,Staphylococcus aureus strain HICF0613,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30160,Staphylococcus aureus strain HICF0606,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30161,Staphylococcus aureus strain HICF0607,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30162,Staphylococcus aureus strain HICF0611,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30163,Staphylococcus aureus strain HICF0610,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30164,Staphylococcus aureus strain HICF0618,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30165,Staphylococcus aureus strain HICF0617,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30166,Staphylococcus aureus strain HICF0616,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30167,Staphylococcus aureus strain HICF0615,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30169,Staphylococcus aureus strain HICF0623,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30170,Staphylococcus aureus strain HICF0622,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30171,Staphylococcus aureus strain HICF0626,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30172,Staphylococcus aureus strain HICF0627,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30173,Staphylococcus aureus strain HICF0621,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30174,Staphylococcus aureus strain HICF0625,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30175,Staphylococcus aureus strain HICF0628,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30176,Staphylococcus aureus strain HICF0629,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30178,Staphylococcus aureus strain HICF0620,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30179,Staphylococcus aureus strain HICF0641,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30180,Staphylococcus aureus strain HICF0640,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30181,Staphylococcus aureus strain HICF0651,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30182,Staphylococcus aureus strain HICF0633,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30183,Staphylococcus aureus strain HICF0638,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30184,Staphylococcus aureus strain HICF0637,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30185,Staphylococcus aureus strain HICF0636,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30186,Staphylococcus aureus strain HICF0635,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30187,Staphylococcus aureus strain HICF0653,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30188,Staphylococcus aureus strain HICF0652,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30189,Staphylococcus aureus strain HICF0630,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30190,Staphylococcus aureus strain HICF0656,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30191,Staphylococcus aureus strain HICF0648,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30192,Staphylococcus aureus strain HICF0649,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30193,Staphylococcus aureus strain HICF0654,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30194,Staphylococcus aureus strain HICF0647,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30195,Staphylococcus aureus strain HICF0655,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30197,Staphylococcus aureus strain HICF0643,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30198,Staphylococcus aureus strain HICF0646,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30199,Staphylococcus aureus strain HICF0644,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30200,Staphylococcus aureus strain HICF0645,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30202,Staphylococcus aureus strain HICF0668,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30203,Staphylococcus aureus strain HICF0661,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30204,Staphylococcus aureus strain HICF0666,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30205,Staphylococcus aureus strain HICF0663,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30206,Staphylococcus aureus strain HICF0660,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30207,Staphylococcus aureus strain HICF0662,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30208,Staphylococcus aureus strain HICF0667,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30209,Staphylococcus aureus strain HICF0659,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30211,Staphylococcus aureus strain HICF0657,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30212,Staphylococcus aureus strain HICF0674,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30213,Staphylococcus aureus strain HICF0675,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30215,Staphylococcus aureus strain HICF0677,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30216,Staphylococcus aureus strain HICF0678,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30218,Staphylococcus aureus strain HICF0670,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30219,Staphylococcus aureus strain HICF669,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30220,Staphylococcus aureus strain HICF0672,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30221,Staphylococcus aureus strain HICF0673,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30222,Staphylococcus aureus strain HICF0671,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30223,Staphylococcus aureus strain HICF0692,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30224,Staphylococcus aureus strain HICF0691,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30225,Staphylococcus aureus strain HICF0684,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30226,Staphylococcus aureus strain HICF0688,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30227,Staphylococcus aureus strain HICF0689,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30229,Staphylococcus aureus strain HICF0687,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30230,Staphylococcus aureus strain HICF0686,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30232,Staphylococcus aureus strain HICF0690,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30234,Staphylococcus aureus strain HICF0698,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30235,Staphylococcus aureus strain HICF0693,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30236,Staphylococcus aureus strain HICF0694,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30238,Staphylococcus aureus strain HICF0708,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30240,Staphylococcus aureus strain HICF0705,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30242,Staphylococcus aureus strain HICF0710,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30243,Staphylococcus aureus strain HICF0712,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30244,Staphylococcus aureus strain HICF0709,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30245,Staphylococcus aureus strain HICF0715,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30246,Staphylococcus aureus strain HICF0711,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30248,Staphylococcus aureus strain HICF0714,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),resistant,1,32025709,Disk diffusion,EUCAST
1280.30249,Staphylococcus aureus strain HICF0699,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30250,Staphylococcus aureus strain HICF0696,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30251,Staphylococcus aureus strain HICF0697,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
1280.30252,Staphylococcus aureus strain HICF0700,ciprofloxacin,FLUOROQUINOLONE (gyrA/grlA),susceptible,1,32025709,Disk diffusion,EUCAST
